cluster_id,question,noun_form
3,LG에너지솔루션에서 이루고 싶은 나만의 꿈과 비전을 소개해주세요.,LG에너지솔루션 이루고 나만 비전 소개해
3,향후 10년 후 모습과 이를 위한 노력,향후 10년 모습 노력
3,위 객관식 점수를 부여한 이유(기준)과 수준을 증명할 수 있는 내용을 적어주세요.,객관식 점수 부여한 이유기준 수준 증명할 내용 적어
3,지원분야에 관심을 갖게 된 시기와 계기,지원분야 관심 갖게 시기 계기
3,제주도 근무가 가능한 또는 희망하는 이유를 간략히 적어주세요.,제주 근무 가능한 희망 이유 간략히 적어
3,<역량기술서> 아래 3가지 사항에 대하여 자신을 스스로 평가(100점 만점)하고 그 이유를 기술해 주십시오.[각 항목 400자 이내],역량기술서 아래 3가지 사항 자신 스스 이유 기술해 주십시오각 항목
3,10년 후 세계 석유화학산업은 어떠할 것이라고 전망하십니까? [400자 이내],10년 세계 석유화학산업 어떠할 것이라고 전망하십니까
3,위 자기소개서 내용 외에 추가적으로 자신을 소개할 내용을 기술하시오,자기소개서 내용 추가적 자신 소개할 내용 기술하
3,진흥원의 주요 기능 - 융합,진흥원 주요 기능 융합
3,진흥원의 주요 기능 - 창조,진흥원 주요 기능 창조
3,진흥원의 주요 기능 - 개방,진흥원 주요 기능 개방
3,본인의 VISION을 구체적으로 서술해 주십시오.,본인 VISION 구체적 서술해
3,본인의 관심분야 및 특별한 경험/성취에 대하여 자유롭게 기술하시오. - 기 입력한 활동 및 경력에 대한 추가 설명(필요 시) - 기 입력한 활동 및 경력 외 추가 경력(있는경우) - 본인의 관심분야,본인 관심분야 특별한 경험성취 자유롭게 기술하 입력한 활동 경력 설명필요 입력한 활동 경력 경력있는경우 본인 관심분야
3,우리공사 지원사유 (1300자),우리공사 지원사유
3,"본인의 인생관이나 생활신조는 무엇이며, 그것에 영향을 주었던 사건이나 인물은 무엇(누구)입니까?",본인 인생관 생활신조 무엇 그것 영향 주었던 사건 인물 무엇누구입니까
3,사회활동 및 직무경험,사회활동 직무경험
3,내가 오디션에서 보여주려는 것.,오디션 보여주려
3,"SK바이오사이언스 입사 후 어떤 일을 하고 싶으며, 이를 위해 본인이 무엇을 어떻게 준비해 왔는지 구체적으로 기술하십시오.",SK바이오사이언스 입사 어떤 싶으며 본인 무엇 어떻게 준비해 왔는지 구체적 기술하
3,본인의 강점과 약점에 대해 구체적으로 기술해 주세요.,본인 강점 약점 대해 구체적 기술해
3,나는 ( ) 다. [10자],10자
3,새마을금고중앙회를 3개의 다른 단어로 표현해 주세요. [20자],새마을금고중앙회 3개 다른 단어 표현해 20자
3,타인을 위해 자신을 희생했던 사례를 기술해 주세요 [200자],타인 자신 희생했던 사례 기술해 200자
3,일하고 싶은 직장과 하고 싶은 직무와 곁에 있는 가족 중 중요하게 생각하는 순서와 이유를 기술해 주세요 [500자],직장 직무 가족 중요하게 생각 순서 이유 기술해 500자
3,본회가 본인을 채용해야 하는 이유에 대하여 설명해 주세요. [500자],본회 본인 채용 이유 설명해 500자
3,협업과정에서 의견이 다른 상대방이 설득되지 않았던 사례와(끝까지 설득하지 못한 경우에 한함) 이에 따른 본인의 대처방안을 기술해 주세요. [500자],협업과정 의견 다른 상대방 설득되지 않았던 사례 본인 대처방안 기술해 500자
3,"내가 생각하는 나의 모습과 타인이 바라보는 나의 모습이 어떠할지 각각 기술하고, 차이가 있다면 그 이유를 설명해 주세요. [500자]",생각 모습 타인 바라보 모습 어떠할지 각각 기술 차이 있다면 이유 설명해 500자
3,다양한 직업 중에 S/W 개발자가 되려는 이유는 무엇인가요? (1000 자),다양한 직업 SW 개발자 되려 이유 무엇인가요
3,"B2B 솔루션 분야에 있어서 왜 본인이 적임자인지 제시하십시오. (학습적인 측면(이수과목, 전공 등)과 그 외 활동으로 구분하여 제시할 것. 본인이 기울인 노력이 구체적으로 드러나도록 할 것. 본인의 노력이 전문성에 어떤 영향을 미쳤는지 언급할 것.)",B2B 솔루션 분야 있어서 본인 적임자인지 제시하 활동 구분 제시할 본인 기울인 노력 구체적 드러나도록 본인 노력 전문성 어떤 영향 미쳤는지 언급할
3,직무경험 : 희망직무 준비과정과 희망직무에 대한 본인의 강점 약점 실패 또는 성공사례 중심으로 기술해 주세요,직무경험 희망직무 준비과정 희망직무 본인 강점 약점 실패 성공사례 중심 기술해
3,타인과 차별화 할 수 있는 경쟁력을 자신의 경험을 바탕으로 기술하시오. (500자 이내),타인 차별화 경쟁력 자신 경험 바탕 기술하
3,대학전공분야 중 관심분야를 기술해 주십시오. (2000 byte),대학전공분야 관심분야 기술해
3,지원직무와 지원자의 자격 연관성에 대해 기술하여 주십시오. (현재0/2000 byte),지원직무 지원자 자격 연관성 대해 기술
3,지원 분야와 관련하여 특정 영역의 전문성을 키우기 위해 꾸준히 노력한 경험에 대해 서술해 주십시오,지원 분야 관련 특정 영역 전문성 키우기 꾸준히 노력한 경험 대해 서술해
3,"자신의 가치관, 인생관, 진로 등에 영향을 미친 주요 사건(경험), 인물, 책 등을 소개하고, 이를 통해 본인이 배우거나 느낀 내용을 진솔하게 기술하십시오. (800자 이내) 졸업학교명, 성명, 출신지역 등 개인 정보는 일체 기재하지 말 것. 해당 내용 기재시 불이익이 있을 수 있음",자신 가치관 인생관 영향 미친 주요 사건경험 인물 소개 본인 배우거 느낀 내용 진솔하게 기술하 졸업학교명 성명 출신지역 개인 정보 일체 기재 해당 내용 기재시 불이익 있음
3,지원동기(200자),지원동기200자
3,보유기술(상세기록),보유기술상세기록
3,희망업무(200자),희망업무200자
3,"지원분야에 있어 가장 중요한 실무역량은 무엇이라고 생각하는지 정의하고, 본인의 현재 역량을 키우기 위해 어떤 노력을 해 왔는지 기술하여 주십시오. [ 50자 이상 500자 이내 ]",지원분야 있어 가장 중요한 실무역량 무엇이라고 생각하는지 정의 본인 현재 역량 키우기 어떤 노력 왔는지 기술
3,"자신의 사회활동 및 대외활동에 대해 서술하고, 활동에 대한 체험과 느낀 점을 기술해주십시오. [ 50자 이상 500자 이내 ]",자신 사회활동 대외활동 대해 서술 활동 체험 느낀 기술해주
3,"가치관, 생활신조 (600자)",가치관 생활신조 600자
3,불스원의 제품 중 자신을 잘 표현할 수 있는 제품을 1가지를 선택하고 그 이유에 대해 설명하여 주세요,불스원 제품 자신 표현할 제품 1가지 선택 이유 대해 설명
3,"입사 후 10년 내 회사에서 이루고 싶은 목표는 무엇이며, 그것을 추구하는 이유와 이를 달성하기 위한 계획을 서술해 주십시오",입사 10년 회사 이루고 목표 무엇 그것 추구 이유 달성하기 계획 서술해
3,오비맥주가 본인을 선발해야 하는 이유에 대해 강점을 기반으로 기술해 주십시오.,오비맥주 본인 선발 이유 대해 강점 기반 기술해
3,사회경험 및 업무관련 지식·경험 등,사회경험 업무 지식경험
3,케이뱅크는 기존 은행과는 다른 상품과 서비스로 대한민국 금융의 새로운 길을 개척하고자 합니다. 케이뱅크의 금융-IT 융합형 인재로서 본인은 어떤 역할을 수행할 것인지 구체적으로 작성 바랍니다.,케이뱅크 기존 은행과 다른 상품 서비스 대한민국 금융 새로운 개척하고자 케이뱅크 금융IT 융합형 인재로서 본인 어떤 역할 수행할 것인지 구체적 작성 바랍니다
3,"귀하가 회사를 선택하는 기준이 무엇이며, 왜 그 기준에 아모레퍼시픽이 적합한지 기술하시오.",귀하 회사 선택 기준 무엇 기준 아모레퍼시픽 적합한지 기술하
3,아모레퍼시픽 그룹은 아름다움으로 세상을 변화시키겠다는 특별한 소명을 가지고 있습니다. 세상을 변화시키는 아름다움이 왜 필요한지 정의하고 입사한다면 이러한 소명을 어떻게 실현할 수 있을지 기술하시오.,아모레퍼시픽 그룹 아름다움 세상 변화시키겠다 특별한 소명 가지고 세상 변화시키 아름다움 필요한지 정의 입사한다면 이러한 소명 어떻게 실현할 있을지 기술하
3,"강점(지식, 기술, 태도로 구분하여 작성) 및 성과",강점
3,지원한 지역의 금융전문가로 성장함에 있어 본인이 가진 강점을 최근의 경험을 바탕으로 기술하시오. 500자,지원한 지역 금융전문가 성장함 있어 본인 가진 강점 최근 경험 바탕 기술하 500자
3,[역량기술서]경력 기술 하세요 (주요 업무 및 프로젝트 위주) _ 해당자에 한함,역량기술서경력 기술 해당자 한함
3,자기소개 (성장배경 및 성격)-700자 이내,자기소개
3,"입사지원서에 기술한 교육, 경력, 경험사항에 대해 상세히 기술해주시기 바랍니다.",입사지원서 기술한 교육 경력 경험사항 대해 상세히 기술해주시기 바랍니다
3,본인성격 및 생활신조.,본인성격 생활신조
3,"사용해 본 프로그래밍 언어와 해당 언어를 사용하여 개발해 본 프로젝트 혹은 개발 산출물을 설명해 주세요. [프로젝트명(사용언어) - 한 줄 개요] 형식 작성 후, 부연 설명을 기재해 주세요.",사용해 프로그래밍 언어 해당 언어 사용 개발해 프로젝트 개발 산출물 설명해 프로젝트명사용언어 개요 형식 작성 부연 설명 기재해
3,"행복의 정의, 그러한 생각을 하게 된 사유",행복 그러한 생각 하게 사유
3,안국약품(주) 2016 하반기 합격자소서,안국약품주 2016 하반기 합격자소서
3,본인이 회사를 선택함에 있어 중요시 여기는 가치와 현대제철이 왜 그 가치와 부합하는지 본인의 의견을 서술하여 주십시오. (1000자 이내),본인 회사 선택함 있어 중요시 여기 가치 현대제철 가치 부합하는지 본인 의견 서술
3,자신을 대표하는 슬로건과 함께 본인에 대해 서술하시오.,자신 대표 슬로건 본인 대해 서술하
3,회사를 선택하는 데 있어 무엇이 중요한지 본인의 가치와 신념과 연관지어 생각해 보고 기술해 보십시요. 또한 본인을 동기부여 시키는 요인은 무엇입니까?,회사 선택 있어 무엇 중요한지 본인 가치 신념 연관지어 생각해 보고 기술해 보십시요 또한 본인 동기부여 시키 요인 무엇입니까
3,본인의 강점 및 관심분야 [100자 이상 600자],본인 강점 관심분야 600자
3,교내외 단체활동 및 봉사활동-700자 이내,교내외 단체활동 봉사활동
3,"본인이 한국수력원자력의 인재상에 맞는 인재가 되기 위해 어떤 면에서 준비가 되어 있으며, 해당 능력을 개발하기 위해 어떠한 노력을 하였는지 구체적인 사례를 아래 세부 항목에 따라 작성해 주십시오. (800자 이내)",본인 한국수력원자력 인재상 인재 되기 어떤 준비 되어 있으며 해당 능력 개발하기 어떠한 노력 하였는지 구체적인 사례 아래 세부 항목 따라 작성해
3,자기소개- 1. '구체적인 목표 지향성을 지닌',자기소개 구체적인 목표 지향성 지닌
3,자기소개- 2. '어린아이의 마음으로 다가가는 자세',자기소개 어린아이 마음 다가가 자세
3,입사 후 목표- '자신감 있는 의사표현',입사 목표 자신감 의사표현
3,역량기술- '신속한 상황대처 능력',역량기술 신속한 상황대처 능력
3,미래지향- '신뢰를 바탕으로 한 소통의 지속성',미래지향 신뢰 바탕 소통 지속성
3,면접 시 받고 싶은 질문 하나를 한 문장으로 써 주세요.,면접 받고 질문 하나 문장
3,"한샘의 영업전문직(SC)으로 성장할 수 있는 키워드를 선정하고, 영업과 관련된 사례를 바탕으로 서술하세요.",한샘 영업전문직SC 성장할 키워드 선정 영업 관련된 사례 바탕 서술하
3,향후 영업전문직(SC)으로 성장하며 장기적인 목표는 무엇인가요?,향후 영업전문직SC 성장 장기적인 목표 무엇인가요
3,[성장과정/장단점/경력(경험)사항/생활신조/장래포부/지원동기] 등이 포함되도록 자유롭게 작성하시오.,성장과정장단점경력경험사항생활신조장래포부지원동기 포함되도록 자유롭게 작성하
3,소속조직 / 본인이 맡은 주요 역할(직급) / 주요 활동내용 및 성과,소속조직 본인 주요 역할직급 주요 활동내용
3,활동성과를 높이기 위해 본인이 기울인 노력 행동,활동성과 높이기 본인 기울인 노력 행동
3,본인의 지원 분야와 관련된 업무 수행 시 기여할 수 있는 측면,본인 지원 분야 관련된 업무 수행 기여할 측면
3,농심의 이미지를 정의하고 추가하고 싶은 이미지는 무엇인지 서술,농심 이미지 정의 추가 이미지 무엇인지 서술
3,현재 식품업계의 화두와 앞으로의 트렌드에 대한 본인의 생각을 기술해 주세요.,현재 식품업계 화두 앞으로 트렌드 본인 생각 기술해
3,"기존과는 다른 방식을 시도하여 이전과 비교하면 조금이라도 개선했던 경험 중, 가장 효과적이었던 것은 무엇입니까? 그 방식을 시도했던 이유, 기존 방식과의 차이점, 진행 과정에서 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오. (1,000자 10단락 이내)",기존과 다른 방식 시도 이전 비교 조금 개선했던 경험 가장 효과적이었던 무엇입니까 방식 시도했던 이유 기존 방식과 차이점 진행 과정 했던 행동 생각 결과 대해 구체적 작성해
3,100자 이내로 자신을 표현하여 주세요. [ 100자 이내 ],자신 표현
3,인생의 목표와 입사 후 회사에서의 목표를 구분하여 기술하여 주십시오. [ 500자 이내 ] 0 /500,인생 목표 입사 회사에서 목표 구분 기술 500
3,"자유롭게 자기소개해주세요 (강점, 약점, 대인관계 등)",자유롭게 자기소개해
3,즐겨하는 게임과 그 이유에 대해 설명해주세요.,즐겨 게임 이유 대해 설명해
3,"지원분야에 귀하가 기여할 수 있는 차별화된 능력, 경쟁력(교육, 훈련, 자격 등)을 서술하십시오.",지원분야 귀하 기여할 차별화된 능력 경쟁력 서술하
3,경험기술서[ 100자 이상 600자 이내 ],경험기술서
3,"본인의 삶 중에 기억에 남는 최고의 순간 및 그 의미를 설명하고, 향후 본인이 원하는 삶은 무엇인지 기술해 주십시오. (최대 1000 자 이내로 작성)",본인 기억 최고 순간 의미 설명 향후 본인 무엇인지 기술해
3,"본인이 회사를 선택할 때의 기준은 무엇이며, 왜 현대자동차가 그 기준에 적합한지를 기술해 주십시오. (최대 1000 자 이내로 작성)",본인 회사 선택할 기준 무엇 현대자동차 기준 적합한지 기술해
3,최근 관심사는 무엇인가요?,최근 관심사 무엇인가요
3,세븐일레븐 점포를 방문하고 방문한 점포의 문제점과 개선점을 기술하시오,세븐일레븐 점포 방문 방문한 점포 문제점 개선점 기술하
3,"지원 분야와 관련된 학업, 업무, 특정 과업들의 수행과정에서 새로운 방식을 시도했던 최근의 사례에 대해 기술해주십시오. 본인의 역할과 행동 그리고 주요 성과를 중심으로, 구체적으로 작성해주십시오.",지원 분야 관련된 학업 업무 특정 과업들 수행과정 새로운 방식 시도했던 최근 사례 대해 기술해주 본인 역할 행동 그리고 주요 성과 중심 구체적 작성해주
3,"자신이 가지고 있는 경쟁력(지식, Skill, 경험 등)은 무엇이며, 이를 통해 회사에 기여할 수 있는 측면을 구체적으로 기술해 주세요.",자신 가지고 경쟁력 무엇 회사 기여할 측면 구체적 기술해
3,"회사에서 이루고 싶은 목표가 있다면 무엇이며, 그 목표를 달성하기 위한 나만의 실천방안은 무엇인지 구체적으로 기술해 주세요.",회사 이루고 목표 있다면 무엇 목표 달성하기 나만 실천방안 무엇인지 구체적 기술해
3,[창의력과 열정] 귀하가 열정을 가지고 도전했던 경험은 무엇입니까? 800 자,창의력 열정 귀하 열정 가지고 도전했던 경험 무엇입니까 800
3,[Part4] 나는 아직 보여줄 것이 많습니다. 마지막으로 케이아이엔엑스가 꼭 알아주었으면 하는 점이 있다면 자유롭게 기술해주십시오.,Part4 아직 보여줄 마지막 케이아이엔엑스 알아주었으면 있다면 자유롭게 기술해주
3,"한국콜마의 산업분야(화장품,제약,건강기능식품 中 택1)를 전망해보고 자신의 역량으로 기여할 수 있는 부분이 무엇인지 기술하여 주십시오. [ 500자 이내 ] 0 /500",한국콜마 산업분야 전망해보고 자신 역량 기여할 부분 무엇인지 기술 500
3,기존의 방식을 개선하고 새로운 혁신을 실행했던 활동에 대하여 기술해 주십시오.(600자),기존 방식 개선 새로운 혁신 실행했던 활동 기술해 주십시오600자
3,전공선택 이유와 관심분야-700자 이내,전공선택 이유 관심분야
3,"지원분야/직무를 위해 노력한 내용(전공, 직무경험 등)과, 이를 통해 본인이 어떠한 역량을 길렀는지를 중심으로 기술해주시기 바랍니다.",지원분야직무 노력한 내용 본인 어떠한 역량 길렀는지 중심 기술해주시기 바랍니다
3,LG화학에서 본인이 기대하는 미래의 모습과 계획을 바탕으로 기술해주시기 바랍니다.,LG화학 본인 기대 미래 모습 계획 바탕 기술해주시기 바랍니다
3,입사 후 목표 및 인생관에 대하여 서술하여 주십시오.,입사 목표 인생관 서술
3,성장과정(500자),성장과정500자
3,자신이 중진공 인재상(WITH)에 적합한 인재인지 구체적으로 서술하시오.,자신 중진공 인재상WITH 적합한 인재인지 구체적 서술하
3,자신의 열정을 통해 시련을 극복했던 사례 및 자신이 얻은 변화를 구체적으로 서술하시오.,자신 열정 시련 극복했던 사례 자신 변화 구체적 서술하
3,추가적으로 자신에 대한 PR을 원하시면 자유롭게 서술하시오.,추가적 자신 PR 원하시면 자유롭게 서술하
3,"학교생활, 생활태도",학교생활 생활태
3,교육·경험·경력사항이 산업연구원에 근무하게 된다면 어떠한 도움을 줄 수 있는지 기술해 주십시오.,교육경험경력사항 산업연구원 근무하게 된다면 어떠한 도움 있는지 기술해
3,자신을 간단히 소개하자면?,자신 간단히 소개하자면
3,"SK 입사 후 어떤 일을 하고 싶으며, 이를 위해 본인이 무엇을 어떻게 준비해 왔는지 구체적으로 기술하십시오. (1,000자 10단락 이내)",SK 입사 어떤 싶으며 본인 무엇 어떻게 준비해 왔는지 구체적 기술하
3,"나의소개 (성장과정, 학교생활, 생활신조 등) (1200바이트)",나의소개
3,입사 후 계획 (1000바이트),입사 계획
3,추가 경력사항 및 프로젝트진행경험 - 이전 단계에서 다 입력하지 못한 경우 입력하세요. (3000바이트),경력사항 프로젝트진행경험 이전 단계 입력 못한 경우 입력하
3,"당신의 진솔한 이야기가 궁금합니다. 주제에 구애받지 말고 자유롭게 표현해주세요. (성격, 가치관, 성장과정 등)",당신 진솔한 이야기 궁금 주제 구애받지 말고 자유롭게 표현해
3,학업 이외에 관심과 열정을 가지고 했던 다양한 경험중 기억에 남는것을 기술해 주세요.(300),학업 이외 관심 열정 가지고 했던 다양한 경험중 기억 남는것 기술해 주세요300
3,[보유역량 및 기여가능성] 귀하가 보유한 역량은 무엇이며 코스콤에 어떻게 기여할 수 있습니까? 800 자,보유역량 기여가능성 귀하 보유한 역량 무엇 코스콤 어떻게 기여할 있습니까 800
3,본인의 삶에 있어 소중하게 생각하는 것(들)과 그 이유 [100자 이상 600자 이내],본인 있어 소중하게 생각 것들 이유
3,인생 최대의 성공사례 및 실패사례,인생 최대 성공사례 실패사례
3,CU의 장점과 경쟁력을 높이기 위한 방안,CU 장점 경쟁력 높이기 방안
3,"한국콜마의 산업분야(화장품,제약,건강기능식품 中 택1)를 전망해보고 자신의 역량으로 기여할 수 있는 부분이 무엇인지 기술하여 주십시오.",한국콜마 산업분야 전망해보고 자신 역량 기여할 부분 무엇인지 기술
3,대한장애인체육회에 입사 후 이루고 싶은 목표에 대해 기술하시오. * [600자 이내],대한장애인체육회 입사 이루고 목표 대해 기술하
3,"한국콜마의 산업분야(화장품,제약,건강기능식품 中 택1)를 전망해보고 자신의 역량으로 기여할 수 있는 부분이 무엇인지 기술하여 주십시오. [ 500자 이내 ]",한국콜마 산업분야 전망해보고 자신 역량 기여할 부분 무엇인지 기술
3,인생의 목표와 입사 후 회사에서의 목표를 구분하여 기술하여 주십시오.,인생 목표 입사 회사에서 목표 구분 기술
3,[LED-ID를 적용한 드론 비행 시스템],LEDID 적용한 드론 비행 시스템
3,기타(자유롭게 기술),기타
3,"자신이 경험한 혁신적인 서비스 한가지를 들고, 그 사유를 기술하여 주십시오(600자 이내)",자신 경험한 혁신적인 서비스 한가지 들고 사유 기술
3,"항공사 직원이 갖추어야 할 글로벌 역량을 한가지 제시하고, 본인이 이를 위해 어떻게 노력해 왔는지 기술하여 주십시오(600자 이내)",항공사 직원 갖추어야 글로벌 역량 한가지 제시 본인 어떻게 노력해 왔는지 기술
3,타인과 차별화 할 수 있는 경쟁력을 자신의 경험을 바탕으로 기술하시오.,타인 차별화 경쟁력 자신 경험 바탕 기술하
3,학교생활/봉사활동/연수여행경험,학교생활봉사활동연수여행경험
3,(신뢰받는 Partner) 신뢰받는 Partner가 되기 위해 본인이 기울였던 노력은 무엇인지 구체적인 사례를 들어 기술하여 주십시오.,신뢰받 Partner 되기 본인 기울였던 노력 무엇인지 구체적인 사례 들어 기술
3,본인의 회사선택 기준은 무엇이며 포스코엠텍이 그 기준에 적합한 이유와 근거를 기술하세요.,본인 회사선택 기준 무엇 포스코엠텍 기준 적합한 이유 근거 기술하
3,"[Part3] 나는 이러한 이유로 케이아이엔엑스에 지원하였습니다. 1. 본인이 회사를 선택하는 기준은 무엇이며, 케이아이엔엑스의 어떤 점이 부합하여 지원하였는지 기술해주십시오.",Part3 이러한 이유 케이아이엔엑스 지원하였 본인 회사 선택 기준 무엇 케이아이엔엑스 어떤 부합 지원하였는지 기술해주
3,[Part3] 입사 후 케이아이엔엑스와 함께 어떠한 인재로 성장하고 싶은지 기술해주십시오.,Part3 입사 케이아이엔엑스 어떠한 인재 성장 싶은지 기술해주
3,4. NE능률의 콘텐츠개발 직군은 실제 제품의 내용을 직접 집필하며 제품화하는 전 과정에 참여하는 연구직입니다. 이러한 직군에 맞는 자신의 장점이 있다면 어떤 것인지 기술해 주세요.,NE능률 콘텐츠개발 직군 실제 제품 내용 직접 집필 제품화 과정 참여 연구직 이러한 직군 자신 장점 있다면 어떤 것인지 기술해
3,"본인의 지원직무를 어떻게 이해하고 있는지 구체적으로 기술하고, 해당 분야에 본인이 적합하다고 판단할 수 있는 근거를 사례 및 경험을 바탕으로 기재해 주세요.",본인 지원직무 어떻게 이해 있는지 구체적 기술 해당 분야 본인 적합하다고 판단할 근거 사례 경험 바탕 기재해
3,AMOREPACIFIC을 통하여 귀하가 이루고자 하는 `비전(꿈)`은 무엇인지 기술하시오. (600자),AMOREPACIFIC 귀하 이루고자 비전꿈 무엇인지 기술하 600자
3,나의 취미와 특기는 무엇인가?,취미 특기 무엇인
3,"청년인턴을 지원하게 된 이유는 무엇이며, 인턴생활 동안 자신의 계획을 서술해 주십시오.",청년인턴 지원하게 이유 무엇 인턴생활 동안 자신 계획 서술해
3,"아래 항목 중 본인이 중요하게 생각하는 항목을 우선순위로 나열하고, 최우선 항목을 선택한 이유를 경험을 바탕으로 서술해 주십시오.",아래 항목 본인 중요하게 생각 항목 우선순위 나열 최우선 항목 선택한 이유 경험 바탕 서술해
3,지원한 분야는 어떤 일을 한다고 생각하는가? (200자 이내),지원한 분야 어떤 한다고 생각하는
3,(주)코리아세븐이 본인을 채용해야 하는 이유를 3가지로 설명하시오.,주코리아세븐 본인 채용 이유 3가지 설명하
3,1. 자유롭게 서술,자유롭게 서술
3,해당자(경력이 있으신 분들)만 작성하시면 됩니다. [100자 이상 600자 이내],해당자 작성하시면
3,"기타사항(특별한 경험, 경력, 논문 등)",기타사항
3,지원한 분야를 위해 본인이 어떠한 노력과 준비를 해왔는지 적어주세요.,지원한 분야 본인 어떠한 노력 준비 해왔는지 적어
3,현재 소재산업의 화두와 앞으로의 트렌드에 대한 본인의 생각을 기술해 주세요.,현재 소재산업 화두 앞으로 트렌드 본인 생각 기술해
3,내 인생 최고의 선택과 최악의 선택은 무엇이었는가? 그러한 선택을 한 이유와 함께 각각 기술하시오. (500자~600자),인생 최고 선택 최악 선택 무엇이었는 그러한 선택 이유 각각 기술하
3,당사의 일원으로서 이루고 싶은 목표를 기술하여 주십시오. [200자 이상 600자 이내]. [200자 이상 600자 이내],당사 일원으로서 이루고 목표 기술
3,"본인의 강점과 약점은 무엇이며, 그 강점이 앞으로 당사와 본인의 발전에 어떻게 기여 할 수 있는지 기술하여 주십시오. [ 200자 이상 600자 이내]",본인 강점 약점 무엇 강점 당사 본인 발전 어떻게 기여 있는지 기술
3,한양대병원의 강점과 약점에 대해 근거를 들어 서술(400-600),한양대병원 강점 약점 대해 근거 들어 서술
3,"주제3.학업 외 활동사항(학회·동아리활동, 아르바이트 등)",주제 학업 활동사항
3,입사 지원동기 및 다른 사람과 차별화된 본인의 역량을 우리 공단의 인재상*과 결부시켜 작성해 주십시오,입사 지원동기 다른 사람 차별화된 본인 역량 우리 공단 인재상 결부시켜 작성해
3,"최근 사회 및 조직에서 한정된 자원을 두고 세대 간?집단 간 경쟁하거나 갈등을 겪는 사례*가 많습니다. 이러한 사례를 1가지 들고, 어떠한 방법으로 갈등을 최소화 할 수 있을지 본인의 생각을 서술 해 주십시오.",최근 사회 조직 한정된 자원 두고 세대 간집단 경쟁하거 갈등 사례 이러한 사례 1가지 들고 어떠한 방법 갈등 최소화 있을지 본인 생각 서술
3,만약 타임머신을 타고 과거로 돌아갈 수 있다면 언제로 돌아가고 싶나요? 그 이유는 무엇인가요?,만약 타임머신 타고 과거 돌아갈 있다면 언제 돌아가고 싶나요 이유 무엇인가요
3,입사 지원하신 직무(1지망)를 수행하는데 있어 자신이 적합하다고 생각하는 이유를 지금까지 쌓아온 경험과 능력 위주로 소개해 주십시오. [ 1자 이상 500자 이내 ],입사 지원하신 직무1지망 수행하는데 있어 자신 적합하다고 생각 이유 지금 쌓아온 경험 능력 위주 소개해
3,지원분야와 관련된 지식이나 경험을 기재하여 주십시오. / 100자 ~ 500자,지원분야 관련된 지식 경험 기재 100자 500자
3,"졸업이후 계획하고 계신 진로(진학, 취업 등) 및 10년 뒤 본인의 모습을 기재해 주십시오. / 100자 ~ 500자",졸업이후 계획 계신 10년 본인 모습 기재해 100자 500자
3,"본인의 강점과 약점을 언급하시고, 그 강점이 앞으로 귀사와 본인의 발전에 어떻게 기여 할 수 있는지를 서술해주십시오. [ 50자 이상 500자 이내 ]",본인 강점 약점 언급하시고 강점 귀사 본인 발전 어떻게 기여 있는지 서술해주
3,What I have done to improve myself,What have done to improve myself
3,"성장과정,성격,생활신조,특기사항에 대하여 기술하시오.(본인의 강점 및 경험위주로 기술)",성장과정성격생활신조특기사항 기술하
3,"본인의 장단점,지원동기,입사 후 각오 등에 대하여 기술하시오.",본인 장단점지원동기입사 각오 기술하
3,자기소개 (400자이내),자기소개
3,장점 (200자이내),장점
3,보완점 (200자이내),보완점
3,1. NE능률에 지원한 이유와 입사 후 지원한 분야에서 실천하고자 하는 목표를 기술해 주세요.,NE능률 지원한 이유 입사 지원한 분야 실천하고자 목표 기술해
3,"대웅제약에 지원한 이유는 무엇인가요? ""회사의 어떤 점이 좋아서, 회사로부터 무엇을 얻고 싶어서"" 등의 관점이 아닌 회사에 기여할 수 있는 바를 기술해주시기 바랍니다. 그리고 그것이 상대(회사)가 원하는 것일 거라고 생각하는 이유와, 지원자와 회사의 그러한 관계를 통해 사회와 고객에게 어떤 이득이 있을 것이라고 생각하는지 기술해주시기 바랍니다. [ 1자 이상 500자 이내 ]",대웅제약 지원한 이유 무엇인가요 회사 어떤 좋아서 회사로 무엇 얻고 싶어서 관점 아닌 회사 기여할 기술해주시기 바랍니다 그리고 그것 상대회사 것일 거라고 생각 이유 지원자 회사 그러한 관계 사회 고객 어떤 이득 것이라고 생각하는지 기술해주시기 바랍니다
3,삼성바이오에피스를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오,삼성바이오에피스 지원한 이유 입사 회사 이루고 기술하
3,"단체활동(학교, 회사, 가정, 기타)을 하며 겪었던 갈등과 이를 해결하기 위해 본인이 했던 행동을 기술해주세요. 본인이 생각하는 문제의 이유와 본인의 행동이 문제해결 및 단체에 어떤 영향을 주었는지도 설명해주세요. (500자 이내) (최대 500자 입력가능)",단체활동 겪었던 갈등 해결하기 본인 했던 행동 기술해 본인 생각 문제 이유 본인 행동 문제해결 단체 어떤 영향 주었는지 설명해
3,"""세계를 선도하는 안전한 지질자원기술 연구센터""",세계 선도 안전한 지질자원기술 연구센터
