rank,cluster_id,question,noun_form
16,6,당사에 지원한 동기와 입사 후 회사에서 이루고 싶은 꿈을 기술해 주십시오. 700자,당사 지원한 동기 입사 회사 이루고 기술해 700자
17,6,직업 선택할 때 가장 중요하게 생각하는 기준은 무엇이며 근로복지공단을 지원한 동기와 결부시켜 기술해 주십시오. (500자),직업 선택할 가장 중요하게 생각 기준 무엇 근로복지공단 지원한 동기 결부시켜 기술해 500자
18,6,"생명보험이란 무엇이라고 생각하는 지와 교보생명에 지원한 동기에 대하여 작성하여 주십시오. (1,000자)",생명보험이란 무엇이라고 생각 교보생명 지원한 동기 작성
19,6,회사를 선택함에 있어 가장 중요하게 생각하는 기준과 그 기준을 바탕으로 세방(주)에 지원한 동기를 기술해주세요.,회사 선택함 있어 가장 중요하게 생각 기준 기준 바탕 세방주 지원한 동기 기술해
20,6,"우리 공사에 지원한 동기를 기술하고, 지원자의 직장 선택 기준 및 공사가 해당 기준에 어떻게 부합하는지에 대해 작성하여 주십시오.",우리 공사 지원한 동기 기술 지원자 직장 선택 기준 공사 해당 기준 어떻게 부합하는지 대해 작성
21,6,"우리 회사에 지원하게 된 동기는 무엇이며, 입사 후 어떻게 성장해 나갈 것인지 기술하십시오.",우리 회사 지원하게 동기 무엇 입사 어떻게 성장해 나갈 것인지 기술하
22,6,유니드에 지원하게 된 동기에 대해 기술하시오.,유니드 지원하게 동기 대해 기술하
23,6,"동화에 관심을 갖고 지원한 동기를 설명하고, 지원직무를 맡아 어떻게 성장하고 싶은지 작성해주시기 바랍니다.",동화 관심 갖고 지원한 동기 설명 지원직무 맡아 어떻게 성장 싶은지 작성해주시기 바랍니다
24,6,금호타이어에 지원한 동기와 금호타이어가 본인을 선발해야 하는 이유를 설명해주세요.,금호타이어 지원한 동기 금호타이어 본인 선발 이유 설명해
25,6,지원직무에 대한 지원 동기와 해당 직무를 위해 어떤 준비를 해왔는지 소개해주세요.,지원직무 지원 동기 해당 직무 어떤 준비 해왔는지 소개해
26,6,포스코 생산기술직에 지원하게 된 동기와 입사 후 달성하고자 하는 목표에 대해 기입해 주십시오.,포스코 생산기술직 지원하게 동기 입사 달성하고자 목표 대해 기입해
27,6,지원한 동기를 기술하시오. (500자 내외),지원한 동기 기술하
28,6,우리은행에 지원하게 된 동기와 입행 후 이루고 싶은 목표를 구체적으로 작성해 주세요,우리은행 지원하게 동기 입행 이루고 목표 구체적 작성해
29,6,강원랜드에 지원한 동기와 희망 지원 분야를 선택한 이유를 입사 후 이루고자 하는 목표 및 포부와 함께 구체적으로 작성해 주십시오.,강원랜드 지원한 동기 희망 지원 분야 선택한 이유 입사 이루고자 목표 포부 구체적 작성해
30,6,[지원동기] 서울주택도시공사에 지원하게 된 동기는 무엇인지 기술해 주십시오. ① 다른 기관이 아닌 서울주택도시공사/해당직무를 지원한 이유는 무엇입니까? ② 귀하의 강점이나 역량 중에서 어떤 것이 향후 서울주택도시공사 발전에 기여할 수 있다고 생각하십니까?,지원동기 서울주택도시공사 지원하게 동기 무엇인지 기술해 다른 기관 아닌 서울주택도시공사해당직무 지원한 이유 무엇입니까 귀하 강점 역량 어떤 향후 서울주택도시공사 발전 기여할 있다고 생각하십니까
31,6,BGF가 생각하는 '좋은 친구'는 '언제 어디서나 최상의 상품과 서비스를 제공하여 고객가치를 실현하고 사회발전에 공헌하는 기업'입니다. 고객과 사회의 '좋은 친구'인 BGF리테일에 지원하게 된 동기에 대해 기술해주세요.,BGF 생각 친구 언제 어디서 최상 상품 서비스 제공 고객가치 실현 사회발전 공헌 기업 고객 사회 친구인 BGF리테일 지원하게 동기 대해 기술해
32,6,지원 직무를 희망하게 된 동기를 구체적으로 서술해 주십시오.,지원 직무 희망하게 동기 구체적 서술해
33,6,당사에 지원하게 된 동기와 입사 후 본인의 포부를 구체적으로 작성하십시오.,당사 지원하게 동기 입사 본인 포부 구체적 작성하
34,6,"[직무에세이] 1-1. 한전KPS에 지원한 동기(관심을 가지게 된 계기, 시기)와 본인이 가지고 있는 직무관련 역량 또는 경험을 상세하게 기술해주시기 바랍니다(500자)",직무에세 한전KPS 지원한 동기 본인 가지고 직무 역량 경험 상세하게 기술해주시기 바랍니다500자
35,6,우리 재단 인턴으로 지원하게 된 가장 큰 동기와 인턴기간 동안 이루고자하는 목표가 무엇인지 기술하시오.,우리 재단 인턴 지원하게 가장 동기 인턴기간 동안 이루고자 목표 무엇인지 기술하
36,6,지원하게 된 동기와 본인이 잘 할 수 있는 이유에 대해 강점과 경험에 근거해 구체적으로 작성해 주세요. (최대 500자),지원하게 동기 본인 이유 대해 강점 경험 근거해 구체적 작성해
37,6,"컴투스홀딩스, 그리고 해당 직무에 지원한 동기에 대해 작성해 주세요.",컴투스홀딩스 그리고 해당 직무 지원한 동기 대해 작성해
38,6,"지원 직무에 지원한 동기와 이를 수행하기 위해 본인이 쌓아온 노력(지식, 경험, 기술 등)을 기술해 주십시오",지원 직무 지원한 동기 수행하기 본인 쌓아온 노력 기술해
39,6,게임산업에 관심을 가지게 된 계기와 넷마블에 지원하게 된 동기를 구체적으로 서술하여 주십시오.,게임산업 관심 가지게 계기 넷마블 지원하게 동기 구체적 서술
40,6,우리 원 체험형 청년인턴에 지원한 동기와 인턴 기간 동안 이루고자 하는 목표는 무엇인지 구체적으로 서술해 주십시오. * [500자 이내],우리 체험형 청년인턴 지원한 동기 인턴 기간 동안 이루고자 목표 무엇인지 구체적 서술해
41,6,금호건설에 지원한 동기는 무엇이며 합격 후 어떤 업무에 도전해보고 싶으신가요?,금호건설 지원한 동기 무엇 합격 어떤 업무 도전해보고 싶으신가요
42,6,지원 동기(특히 해외근무 가능한지에 대한 서술),지원 동기
43,6,kt cs 에 지원한 동기와 kt cs에 입사 후 이루고 싶은 중장기적 목표를 기술해 주십시오,kt cs 지원한 동기 kt cs 입사 이루고 중장기적 목표 기술해
44,6,해당하는 직무를 지원하게 된 동기와 해당 직무를 통해 이루고 싶은 비전을 구체적으로 기재하여 주십시오,해당 직무 지원하게 동기 해당 직무 이루고 비전 구체적 기재
45,6,한국에너지정보문화재단에 지원하게 된 동기와 지원한 분야의 업무를 왜 하고 싶은지와 그동안 기울인 노력을 기술하여 주시기 바랍니다.,한국에너지정보문화재단 지원하게 동기 지원한 분야 업무 싶은지 그동안 기울인 노력 기술 주시기 바랍니다
46,6,금융투자협회에 지원한 동기와 협회의 업무 중 희망하는 업무 및 성취하고자 하는 목표를 서술하시기 바랍니다.,금융투자협회 지원한 동기 협회 업무 희망 업무 성취하고자 목표 서술하시기 바랍니다
47,6,지원 동기와 지원 직무에 적합하다고 생각하는 이유가 무엇인지 기술해주세요.,지원 동기 지원 직무 적합하다고 생각 이유 무엇인지 기술해
48,6,"(자유양식) 지원 동기, 직무 관련 경험",자유양식 지원 동기 직무 경험
49,6,IBK캐피탈에 지원한 동기와 IBK캐피탈에서 이루고 싶은 본인의 목표에 대해 기술하시오.,IBK캐피탈 지원한 동기 IBK캐피탈 이루고 본인 목표 대해 기술하
50,6,LG CNS에 지원한 동기와 입사 이후 꿈꾸는 것은 무엇인가요,LG CNS 지원한 동기 입사 이후 꿈꾸 무엇인가요
51,6,"본인이 직업을 선택할 때 우선적으로 고려하는 부분은 무엇이고, 그 이유를 기업은행에 지원한 동기와 연결 지어 설명하여 주십시오",본인 직업 선택할 우선적 고려 부분 무엇 이유 기업은행 지원한 동기 연결 지어 설명
52,6,유영제약 및 직무에 지원하게 된 동기,유영제약 직무 지원하게 동기
53,6,1. 서울대학교병원에 지원하게 된 동기 및 입사 후 실천하고자 하는 목표를 자신의 역량과 결부시켜 기술하여 주세요. (900byte 이내),서울대학교병원 지원하게 동기 입사 실천하고자 목표 자신 역량 결부시켜 기술
54,6,LG전자에 대한 지원 동기,LG전자 지원 동기
55,6,우리 재단에 지원 동기를 자기소개와 함께 작성해주세요.,우리 재단 지원 동기 자기소개 작성해
56,6,"1. 우리 공사에 지원한 동기를 기술하고, 지원자의 직장 선택 기준 및 공사가 해당 기준에 어떻게 부합하는지에 대해 작성하여 주십시오.",우리 공사 지원한 동기 기술 지원자 직장 선택 기준 공사 해당 기준 어떻게 부합하는지 대해 작성
57,6,"지원분야/직무에 대한 지원 동기와, 해당 분야/직무를 위해 어떤 준비를 해왔는지 소개해주세요. 700자",지원분야직무 지원 동기 해당 분야직무 어떤 준비 해왔는지 소개해 700자
58,6,"본인이 생각하는 BGF로지스는 어떤 기업인지 한 단어로 설명하고, BGF로지스에 지원하는 동기는 무엇인지 기술해 주십시오. (최대 700자 입력가능)",본인 생각 BGF로지스 어떤 기업인지 단어 설명 BGF로지스 지원 동기 무엇인지 기술해
59,6,지원분야 지원 동기 / 성장 과정 (학창 시절 등) - 지원 동기 및 입사 후 하고 싶은 직무 중심으로 간략하게 기술하여 주시기 바랍니다.,지원분야 지원 동기 성장 과정 지원 동기 입사 직무 중심 간략하게 기술 주시기 바랍니다
60,6,지원 직무를 희망하게 된 동기를 구체적으로 서술해 주십시오. (600자),지원 직무 희망하게 동기 구체적 서술해 600자
61,6,기아에 지원하게 된 동기와 기아의 일원으로서 이루고 싶은 목표를 서술해 주십시오.,기아 지원하게 동기 기아 일원으로서 이루고 목표 서술해
62,6,다양한 산업군 중 (1)본인의 진로를 F&B 산업으로 선택한 이유와 그중 특히 (2)CJ푸드빌에 지원한 동기에 대해 구체적으로 작성해 주세요.,다양한 산업군 1본인 진로 FB 산업 선택한 이유 그중 특히 2CJ푸드빌 지원한 동기 대해 구체적 작성해
63,6,Why LG Energy Solution LG에너지솔루션 및 모집분야에 지원한 동기를 구체적으로 소개해주세요.,Why LG Energy Solution LG에너지솔루션 모집분야 지원한 동기 구체적 소개해
64,6,1. 신용보증기금 청년인턴에 지원하게 된 동기와 인턴생활을 통해 얻거나 배우고자 하는 점을 기술하여 주십시오. (400자 이상 600자 이내),신용보증기금 청년인턴 지원하게 동기 인턴생활 얻거 배우고자 기술
65,6,코나아이 지원 동기에 대해 기술해 주세요.,코나아 지원 동기 대해 기술해
66,6,"지원 직무에 지원한 동기와 이를 수행하기 위해 본인이 쌓아온 노력(지식, 경험, 기술 등)을 기술해 주십시오 (최대 1,500자 입력가능)",지원 직무 지원한 동기 수행하기 본인 쌓아온 노력 기술해
67,6,1. 지원 분야에 관심을 갖게 된 동기와 이를 위해 노력한 사항을 기술하시오. (100자 이상 500자 이내),지원 분야 관심 갖게 동기 노력한 사항 기술하
68,6,현대캐피탈에 지원하게 된 동기와 지원 직무에 필요한 역량을 기르기 위해 노력했던 경험을 기술해 주십시오.,현대캐피탈 지원하게 동기 지원 직무 필요한 역량 기르기 노력했던 경험 기술해
69,6,우리은행에 지원하게 된 동기와 입행 후 이루고 싶은 목표를 구체적으로 작성해 주세요.,우리은행 지원하게 동기 입행 이루고 목표 구체적 작성해
70,6,LG에너지솔루션 및 모집분야에 지원한 동기를 구체적으로 소개해주세요. -많은 회사/모집분야 중 LG에너지솔루션의 해당 모집분야를 선택하신 이유를 구체적으로 기술해주세요.,LG에너지솔루션 모집분야 지원한 동기 구체적 소개해 회사모집분야 LG에너지솔루션 해당 모집분야 선택하신 이유 구체적 기술해
71,6,당사에 지원한 동기와 해당직무를 선택한 이유는 무엇입니까? 입사후 당신의 포부는 무엇입니까?,당사 지원한 동기 해당직무 선택한 이유 무엇입니까 입사후 당신 포부 무엇입니까
72,6,BGF로지스에 지원하는 동기와 입사하기 위해 그 동안 준비한 것이 무엇인지 기술하시오.,BGF로지스 지원 동기 입사하기 동안 준비한 무엇인지 기술하
73,6,이화 및 희망직무를 지원한 동기와 입사 후 회사에서 이루고 싶은 꿈을 서술하여 주시기 바랍니다.,이화 희망직무 지원한 동기 입사 회사 이루고 서술 주시기 바랍니다
74,6,1. 금호건설에 지원한 동기는 무엇이며 합격 후 어떤 업무에 도전해보고 싶으신가요?,금호건설 지원한 동기 무엇 합격 어떤 업무 도전해보고 싶으신가요
75,6,"본인이 생각하는 BGF로지스는 어떤 기업인지 한 단어로 설명하고, BGF로지스에 지원하는 동기는 무엇인지 기술해 주십시오.",본인 생각 BGF로지스 어떤 기업인지 단어 설명 BGF로지스 지원 동기 무엇인지 기술해
76,6,HK이노엔에 지원한 동기와 본인이 MR직무를 잘 수행할 수 있다고 생각하는 이유에 대하여 말씀해 주세요.,HK이노엔 지원한 동기 본인 MR직무 수행할 있다고 생각 이유 말씀해
77,6,한국경영자총협회에 지원하게 된 동기에 대해 서술하십시오.,한국경영자총협회 지원하게 동기 대해 서술하
78,6,대원제약과 해당 직무에 지원한 동기에 대해 기술하여 주십시오.,대원제약 해당 직무 지원한 동기 대해 기술
79,6,오스템임플란트에 입사 지원한 동기/이유를 설명해 주세요.,오스템임플란트 입사 지원한 동기이유 설명해
80,6,삼양그룹에 입사지원하게 된 동기는 무엇인지 기술해주십시오.,삼양그룹 입사지원하게 동기 무엇인지 기술해주
81,6,"금융투자업에 관심을 갖게된 계기를 쓰고, 그 중에서도 우리회사에 지원하게 된 동기를 기술하십시오.",금융투자업 관심 갖게된 계기 쓰고 중에서 우리회사 지원하게 동기 기술하
82,6,한양대학교병원에 지원한 동기를 서술해주십시오.,한양대학교병원 지원한 동기 서술해주
83,6,우리 공단 채용에 지원한 동기와 공단 인재상 중 본인과 가장 가깝다고 생각하는 한 가지 유형을 선택해 그 이유를 작성하여 주십시오.,우리 공단 채용 지원한 동기 공단 인재상 본인 가장 가깝다고 생각 가지 유형 선택해 이유 작성
84,6,"지원분야/직무에 대한 지원 동기와, 해당 분야/직무를 위해 어떤 준비를 해왔는지 소개해주세요.",지원분야직무 지원 동기 해당 분야직무 어떤 준비 해왔는지 소개해
85,6,당사 보험심사직에 지원한 동기와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.,당사 보험심사직 지원한 동기 입사 회사 이루고 기술하
86,6,BGF가 생각하는 '좋은 친구'는 '언제 어디서나 최상의 상품과 서비스를 제공하여 고객가치를 실현하고 사회발전에 공헌하는 기업'입니다. 고객과 사회의 '좋은 친구'인 BGF리테일에 지원하게 된 동기에 대해 기술해주세요. (최대 500자 입력가능),BGF 생각 친구 언제 어디서 최상 상품 서비스 제공 고객가치 실현 사회발전 공헌 기업 고객 사회 친구인 BGF리테일 지원하게 동기 대해 기술해
87,6,"조합에 지원하게 된 동기와, 조합에서 이루고 싶은 지원자의 목표를 귀하가 보유한 핵심역량과 결부시켜 기술하시오.",조합 지원하게 동기 조합 이루고 지원자 목표 귀하 보유한 핵심역량 결부시켜 기술하
88,6,본인이 롯데e커머스에 지원한 동기와 롯데ON에 제안하고 싶은 새로운 서비스를 창의력을 발휘하여 자유롭게 작성해주세요.,본인 롯데e커머스 지원한 동기 롯데ON 제안 새로운 서비스 창의력 발휘 자유롭게 작성해
89,6,"My Competency - 지원분야/직무에 대한 지원 동기와, 해당 분야/직무를 위해 어떤 준비를 해왔는지 소개해주세요. (700자 이내)",My Competency 지원분야직무 지원 동기 해당 분야직무 어떤 준비 해왔는지 소개해
90,6,부산교통공사에 지원한 동기와 본인의 직업관에 대해 기술하시오.(350~500자),부산교통공사 지원한 동기 본인 직업관 대해 기술하
91,6,당사에 지원하게 된 동기 및 당사의 일원으로서 이루고 싶은 목표를 서술해주십시오.,당사 지원하게 동기 당사 일원으로서 이루고 목표 서술해주
92,6,롯데알미늄에 지원하게 된 동기를 기술해 주세요.,롯데알미늄 지원하게 동기 기술해
93,6,DL건설에 지원한 동기와 자신이 지원 직무를 잘 할 수 있는 근거를 구체적으로 작성해주세요.,DL건설 지원한 동기 자신 지원 직무 근거 구체적 작성해
94,6,Why LG Energy Solution : LG에너지솔루션 및 모집분야에 지원한 동기를 구체적으로 소개해주세요. - 많은 회사/모집분야 중 LG에너지솔루션의 해당 모집분야를 선택하신 이유를 구체적으로 기술해주세요.,Why LG Energy Solution LG에너지솔루션 모집분야 지원한 동기 구체적 소개해 회사모집분야 LG에너지솔루션 해당 모집분야 선택하신 이유 구체적 기술해
95,6,"지원직무에 대한 동기와 이를 수행하기 위한 본인의 쌓아온 노력(지식,경험,기술)등을 기술하시오.(1500자이내)",지원직무 동기 수행하기 본인 쌓아온 노력 기술하
96,6,에스피네이처에 입사를 지원한 동기 및 귀하가 지원한 직무에 적합하다고 생각하는 이유를 서술하시오.,에스피네이처 입사 지원한 동기 귀하 지원한 직무 적합하다고 생각 이유 서술하
97,6,당사에 지원하게 된 동기를 자유롭게 기술 바랍니다.,당사 지원하게 동기 자유롭게 기술 바랍니다
98,6,NH농협은행 지원 동기를 설명해주시고 입행 후 지원 분야의 전문가로서 성장 목표를 자세히 기술해 주세요.,NH농협은행 지원 동기 설명해주시고 입행 지원 분야 전문가로서 성장 목표 자세히 기술해
99,6,교보증권에 지원한 동기와 입사를 위해 어떠한 노력을 하였는지 구체적으로 기술하십시오.,교보증권 지원한 동기 입사 어떠한 노력 하였는지 구체적 기술하
100,6,지원 동기 및 입사 후 실천하고자 하는 목표를 본인의 장점 및 단점과 연계하여 기술해주시기 바랍니다. (500자 내외),지원 동기 입사 실천하고자 목표 본인 장점 단점 연계 기술해주시기 바랍니다
101,6,지원 동기 및 향후 포부,지원 동기 향후 포부
102,6,"우리 회사에 지원하게 된 동기는 무엇이며, 입사 후 어떻게 성장해 나갈 것인지 기술하십시오",우리 회사 지원하게 동기 무엇 입사 어떻게 성장해 나갈 것인지 기술하
103,6,직무에 지원하게 된 동기는 무엇입니까?,직무 지원하게 동기 무엇입니까
104,6,넥센타이어에 지원하게 된 이유와 준비과정은?,넥센타이어 지원하게 이유 준비과정
105,6,생명보험이란 무엇이라고 생각하는지와 교보생명에 지원한 동기에 대하여 작성하여 주십시오.,생명보험이란 무엇이라고 생각하는지 교보생명 지원한 동기 작성
106,6,"본인이 직업을 선택할 때 가장 중요하게 생각하는 기준을 2가지 작성하고, 그 이유와 함께 DGB대구은행에 지원하게 된 동기와 향후 DGB대구은행과 함께 이루고자하는 인생 목표를 기술하여 주십시오.",본인 직업 선택할 가장 중요하게 생각 기준 2가지 작성 이유 DGB대구은행 지원하게 동기 향후 DGB대구은행 이루고자 인생 목표 기술
107,6,철강산업에 관심을 가지게 된 계기는 무엇이며 포스코스팉리온에 지원한 동기는 무엇인지 기술하시오.,철강산업 관심 가지게 계기 무엇 포스코스팉리온 지원한 동기 무엇인지 기술하
108,6,당사에 지원한 동기 및 입사 후 성장 목표에 대해 기술하시오. (500자),당사 지원한 동기 입사 성장 목표 대해 기술하 500자
109,6,조선내화 및 해당 직무에 지원하는 동기에 대하여 기술하여 주십시오.,조선내화 해당 직무 지원 동기 기술
110,6,CJ제일제당에 지원하게 된 동기와 여러 지원자들 중 본인이 `ONLYONE` 이라고 생각하는 부분은 무엇인지 작성해 주십시오. (CJ에서 ONLYONE의 의미 참조) (800자 이내),CJ제일제당 지원하게 동기 여러 지원자들 본인 ONLYONE 이라고 생각 부분 무엇인지 작성해
111,6,"자신의 성격 등 본인에 대한 간단한 소개와, 고려아연을 지원한 동기를 서술하여 주십시오.",자신 성격 본인 간단한 소개 고려아연 지원한 동기 서술
112,6,한국특허전략개발원에 지원하게 된 동기와 포부에 대하여 기술해주십시오. (500자 이내),한국특허전략개발원 지원하게 동기 포부 기술해주
113,6,LG에너지솔루션 및 모집분야에 지원한 동기를 구체적으로 소개해주세요.,LG에너지솔루션 모집분야 지원한 동기 구체적 소개해
114,6,"KBS에 지원한 구체적인 동기는 무엇입니까? 본인의 직업 및 회사 선택기준, 입사 후 목표와 연계하여 기술해주십시오.",KBS 지원한 구체적인 동기 무엇입니까 본인 직업 회사 선택기준 입사 목표 연계 기술해주
115,6,지원 동기는 무엇인가요? 그리고 입사 후 회사에 어떻게 기여할 수 있는지 구체적으로 기술해주십시오.,지원 동기 무엇인가요 그리고 입사 회사 어떻게 기여할 있는지 구체적 기술해주
116,6,본 직무에 지원하는 동기를 구체적으로 기술해 주십시오.,직무 지원 동기 구체적 기술해
117,6,"동서식품에 입사지원한 동기는 무엇이며, 왜 자신을 채용해야 하는 지에 대하여 구체적으로 기술하십시오.",동서식품 입사지원한 동기 무엇 자신 채용 구체적 기술하
118,6,건설업에 관심을 가지게 된 계기와 포스코건설에 지원한 동기를 기술해 주십시오.,건설업 관심 가지게 계기 포스코건설 지원한 동기 기술해
119,6,지원 동기와 지원 직무에 적합하다고 생각하는 이유가 무엇인지 설명하시오.,지원 동기 지원 직무 적합하다고 생각 이유 무엇인지 설명하
120,6,당사에 지원한 동기 및 입사 후 성장 목표에 대해 기술하시오.,당사 지원한 동기 입사 성장 목표 대해 기술하
121,6,본인이 금번 지원하게 된 동기 및 입사 5년 후 이루고 싶은 목표에 대해 작성해 주시기 바랍니다.,본인 금번 지원하게 동기 입사 5년 이루고 목표 대해 작성해 주시기 바랍니다
122,6,당사에 지원하게 된 동기를 서술하여 주십시오.,당사 지원하게 동기 서술
123,6,지원 동기 및 입사 후 GRS에서 이루고 싶은 목표에 대해 서술하시오.,지원 동기 입사 GRS 이루고 목표 대해 서술하
124,6,현대자동차에 지원한 동기와 회사 선택 시 가장 중요하게 고려하는 요인에 대해 자세히 기술하시오.,현대자동차 지원한 동기 회사 선택 가장 중요하게 고려 요인 대해 자세히 기술하
125,6,"우리은행 IB 부문에 지원한 동기는 무엇이며 입행 후, 해당 부문에서 어떻게 성장하고 싶은지 본인의 계획에 대하여 기술하여 주십시오.",우리은행 IB 부문 지원한 동기 무엇 입행 해당 부문 어떻게 성장 싶은지 본인 계획 기술
126,6,[지원동기] 서울주택도시공사에 지원하게 된 동기는 무엇인지 기술해주십시오. 1. 다른 기관이 아닌 서울주택도시공사/해당직무를 지원한 이유는 무엇입니까? 2. 귀하의 강점이나 역량 중에서 어떤 것이 향후 서울주택도시공사 발전에 기여할 수 있다고 생각합니까?,지원동기 서울주택도시공사 지원하게 동기 무엇인지 기술해주 다른 기관 아닌 서울주택도시공사해당직무 지원한 이유 무엇입니까 귀하 강점 역량 어떤 향후 서울주택도시공사 발전 기여할 있다고 생각합니까
127,6,CJ제일제당에 지원하게 된 동기와 여러 지원자들 중 본인이 'ONLYONE' 이라고 생각하는 부분은 무엇인지 작성해 주십시오. (CJ에서 ONLYONE의 의미 참조),CJ제일제당 지원하게 동기 여러 지원자들 본인 ONLYONE 이라고 생각 부분 무엇인지 작성해
128,6,GS리테일에 지원하게 된 동기를 서술하여 주십시오.,GS리테일 지원하게 동기 서술
129,6,한국철도에 지원하게 된 동기와 입사 후 10년 뒤 지원직무와 관련한 본인의 진로계획에 대해서 작성해 주십시오.,한국철도 지원하게 동기 입사 10년 지원직무 관련한 본인 진로계획 작성해
130,6,"팬오션에 지원한 동기는 무엇이고, 본인의 적성이 회사 및 희망직무와 어떻게 부합하는지 기술해 주세요.",팬오션 지원한 동기 무엇 본인 적성 회사 희망직무 어떻게 부합하는지 기술해
131,6,"NC 인턴십에 지원하게 된 배경과 인턴십을 통해 경험해보고 싶은 업무, 얻고자 하는 바가 있다면 기재해 주세요. (200~500자)",NC 인턴십 지원하게 배경 인턴십 경험해보고 업무 얻고자 있다면 기재해
132,6,"본인이 회사를 선택하는 기준은 무엇이며, 신한은행을 지원한 동기와 신한은행에서 본인이 펼치고 싶은 꿈이 무엇인지 구체적으로 기술해 주세요.",본인 회사 선택 기준 무엇 신한은행 지원한 동기 신한은행 본인 펼치고 무엇인지 구체적 기술해
133,6,금호타이어에 지원한 동기와 금호타이어가 본인을 선발해야 하는 이유를 설명해주세요,금호타이어 지원한 동기 금호타이어 본인 선발 이유 설명해
134,6,해당회사 및 직무에 지원하는 동기에 대해 기술해 주십시오.,해당회사 직무 지원 동기 대해 기술해
135,6,지원 동기는 무엇인가요? 그리고 입사 후 회사에 어떻게 기여할 수 있는지 구체적으로 기술해 주십시오.(1000자 내외),지원 동기 무엇인가요 그리고 입사 회사 어떻게 기여할 있는지 구체적 기술해
136,6,삼양그룹에 입사 지원하게 된 동기는 무엇인지 기술해주십시오.,삼양그룹 입사 지원하게 동기 무엇인지 기술해주
137,6,서연그룹에 지원하게 된 동기 및 지원하기 위해 어떠한 노력과 준비를 했는지 구체적으로 기술하여 주십시오.,서연그룹 지원하게 동기 지원하기 어떠한 노력 준비 했는지 구체적 기술
138,6,지원 동기 (최소 300자),지원 동기
139,6,"우리은행에 지원하게 된 동기를 희망하는 직무와 연관하여 서술하고, 이를 위해 어떤 노력을 하였는지 구체적으로 작성해 주십시오. (1600Bytes)",우리은행 지원하게 동기 희망 직무 연관 서술 어떤 노력 하였는지 구체적 작성해
140,6,소프트웨어정책연구소에 지원하게 된 동기를 기술해 주십시오. (1000자 이내),소프트웨어정책연구소 지원하게 동기 기술해
141,6,지원동기: 롯데마트에 지원하게 된 동기를 구체적으로 기술해주세요. (600자),지원동기 롯데마트 지원하게 동기 구체적 기술해 600자
142,6,NAVER 인턴십에 지원하신 동기와 기대하시는 바를 말씀해주세요.,NAVER 인턴십 지원하신 동기 기대하시 말씀해
