rank,cluster_id,question,noun_form
18,3,사회활동 모음 - 1. 동아리활동 (필수 작성 아님) (1993바이트),사회활동 모음 동아리활동
19,3,자신이 지원한 분야에서 뛰어난 전문가가 되기 위해 기울이고 있는 노력에 대해 서술해 주십시오. (자기개발 능력) (500자 이내),자신 지원한 분야 뛰어난 전문가 되기 기울 노력 대해 서술해
20,3,"본인이 한국수력원자력의 인재상에 맞는 인재가 되기 위해 어떤 면에서 준비가 되어 있으며, 해당 능력을 개발하기 위해 어떠한 노력을 하였는지 구체적인 사례를 아래 세부 항목에 따라 작성해 주십시오.",본인 한국수력원자력 인재상 인재 되기 어떤 준비 되어 있으며 해당 능력 개발하기 어떠한 노력 하였는지 구체적인 사례 아래 세부 항목 따라 작성해
21,3,지원자 본인에 대하여 소개해 주세요. (성격/성향/가치관 등을 중심으로),지원자 본인 소개해
22,3,다른 사람을 배려하고 협업하여 성취한 본인만의 사례를 한 가지 소개해 주세요.,다른 사람 배려 협업 성취한 본인만 사례 가지 소개해
23,3,본인이 생각하는 이상적인 직장 생활과 조직 문화를 상상하여 적어주세요.,본인 생각 이상적인 직장 생활 조직 문화 상상 적어
24,3,Why Celltrion?,Why Celltrion
25,3,"본인의 특기와 장점을 소개해 주시고, 이것을 통해 어떻게 회사에 기여할 수 있는지 지원 동기를 서술해 주세요.",본인 특기 장점 소개해 주시고 이것 어떻게 회사 기여할 있는지 지원 동기 서술해
26,3,지원 분야를 수행하기 위해 어떠한 노력을 했는지 서술해 주세요.,지원 분야 수행하기 어떠한 노력 했는지 서술해
27,3,고객으로서 마켓컬리를 사용해 본 적이 있습니까? (있다면) 마켓컬리 서비스의 장점과 개선점에 대해 자유롭게 의견을 써주시기 바랍니다.,고객으로서 마켓컬리 사용해 있습니까 있다면 마켓컬리 서비스 장점 개선점 대해 자유롭게 의견 써주시기 바랍니다
28,3,삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.,삼성전자 지원한 이유 입사 회사 이루고 기술하
29,3,지원 분야와 관련된 지식이나 경험을 기재하여 주십시오.,지원 분야 관련된 지식 경험 기재
30,3,"LG CNS에 입사한다면, 어떤 조직이나 분야에서 근무하고 싶나요?",LG CNS 입사한다면 어떤 조직 분야 근무 싶나요
31,3,한샘 입사 후 3년 내 이루고 싶은 목표를 작성해 주세요.,한샘 입사 3년 이루고 목표 작성해
32,3,삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. (700자 (영문 작성 시 1400자) 이내),삼성전자 지원한 이유 입사 회사 이루고 기술하 이내
33,3,"향후 AJ 에서 어떤 구성원이 될 것이며, AJ 에서 이루고자 하는 목표를 구체적으로 서술하여 주십시오. [300~800자 이내]",향후 AJ 어떤 구성원 AJ 이루고자 목표 구체적 서술 300
34,3,"자신의 성장과정, 지원 동기, 장점 및 단점, 취미, 희망 업무 및 포부, 기타 특기사항 등을 자유롭게 서술하시기 바랍니다.",자신 성장과정 지원 동기 장점 단점 취미 희망 업무 포부 기타 특기사항 자유롭게 서술하시기 바랍니다
35,3,"석유화학업계의 향후 트렌드를 조망하고, 롯데케미칼이 이러한 변화를 선도하기 위해 본인이 입사 후에 어떻게 회사에 기여하고 싶으신지, 본인의 강점 등 구체적 근거를 포함해 기술해 주세요.",석유화학업계 향후 트렌드 조망 롯데케미칼 이러한 변화 선도하기 본인 입사 어떻게 회사 기여 싶으신지 본인 강점 구체적 근거 포함해 기술해
36,3,"소속 집단에 공동의 업무가 부여되었을 때, 본인이 생각하는 합리적인 업무 배분 방식을 서술하고 그 이유를 제시해주십시오. (400자 이상 1,000자 이내) 749 / 1000 자",소속 집단 공동 업무 부여되었 본인 생각 합리적인 업무 배분 방식 서술 이유 제시해주 749 1000
37,3,"타인 또는 타집단과의 갈등으로 인하여 불편을 겪었던 사례를 설명하고, 이때 본인의 대응에 대하여 기술해주십시오. (400자 이상 1,000자 이내) 728 / 1000 자",타인 타집단과 갈등 불편 겪었던 사례 설명 이때 본인 대응 기술해주 728 1000
38,3,기관의 이해 교육환경 개선과 학교경영지원을 통한 학교 교육 진흥을 위해 재단이 해야 할 일은 무엇인지 기술해 주십시오. (재단의 주요 업무 중심으로 기술),기관 이해 교육환경 개선 학교경영지원 학교 교육 진흥 재단 무엇인지 기술해
39,3,"당사에서 추진해야 할 사업방향에 대해 제안하고, 이에 기여할 수 있는 지원자님의 강점에 대해 기술해주세요.",당사 추진 사업방향 대해 제안 기여할 지원자님 강점 대해 기술해
40,3,입사 후 회사생활의 목표와 그 목표를 추구하는 이유를 기술해주세요.,입사 회사생활 목표 목표 추구 이유 기술해
41,3,SIMPAC을 선택한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.,SIMPAC 선택한 이유 입사 회사 이루고 기술하
42,3,"공사 상품(보금자리론, 주택보증, 주택연금 등) 중 지원자가 가장 관심 갖고 있는 상품을 1가지 선정하고, 그 이유와 공사에 입사하여 해당 상품 분야에 대한 전문가로 성장하기 위해 어떠한 계획을 가지고 있는지를 기술해 주십시오.",공사 상품 지원자 가장 관심 갖고 상품 1가지 선정 이유 공사 입사 해당 상품 분야 전문가 성장하기 어떠한 계획 가지고 있는지 기술해
43,3,삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어주십시오. (300자),이루고 인생 비전 목표 3가지 우선순위 적어주 300자
44,3,자신이 다른 사람과 구별되는 능력이나 기질을 써주십시오. (300자),자신 다른 사람 구별되 능력 기질 써주 300자
45,3,"살아오면서 자신이 성취한 것 중 자랑할 만한 것을 1, 2가지 소개해 주십시오. (300자)",살아오면서 자신 성취한 자랑할 만한 2가지 소개해 300자
46,3,"본인이 남들과 다르게 몰입했거나, 남다른 지식이 있는 영역이 있다면 작성해주세요. (300자)",본인 남들 다르게 몰입했거 남다른 지식 영역 있다면 작성해 300자
47,3,자신에게 있어서 직장생활의 의미를 써 주십시오. (500자),자신 있어서 직장생활 의미 500자
48,3,위에서 표현되지 못한 자기소개를 간단하게 적어 주십시오. (1600자),표현되지 못한 자기소개 간단하게 적어
49,3,군복무기간 중 생활 대해서 적어 주십시오 . (500자),군복무기간 생활 적어 500자
50,3,학군단에서 배우고 얻은 것을 적어 주십시오 (학군장교만 해당) (500자),학군단 배우고 적어 500자
51,3,물류업계의 현재 트렌드와 미래 물류업의 전망에 대해 구체적인 근거를 포함하여 서술해주세요. [250~500자],물류업계 현재 트렌드 미래 물류업 전망 대해 구체적인 근거 포함 서술해 250500자
52,3,"입사 5년 후, 회사에서 내가 듣고 싶은 나의 평판은 무엇인지 보기에서 하나 선택하고 그 이유를 구체적으로 서술해주세요. [250~500자] A. 기존 방식에 얽매이지 않고 업무를 수행하는 창의적 직원/ B. 주어진 업무를 완벽하게 수행하여 조직에서 인정받는 직원/ C. 사회성이 좋고 인간적이어서 조직내 평판이 좋은 직원",입사 5년 회사 듣고 평판 무엇인지 보기 선택 이유 구체적 서술해 250500자 기존 방식 얽매 업무 수행 창의적 직원 주어진 업무 완벽하게 수행 조직 인정받 직원 사회성 좋고 인간적이어서 조직내 평판 직원
53,3,(선택문항) 이외에 본인을 어필하고 싶은 내용을 자유롭게 서술해주세요. [250~500자],선택문항 이외 본인 어필 내용 자유롭게 서술해 250500자
54,3,유통트렌드 변화 속에서 고객을 최우선으로 생각한 상품과 서비스를 제공하기 위한 방안을 서술하여 주십시오.,유통트렌드 변화 고객 최우선 생각한 상품 서비스 제공하기 방안 서술
55,3,공동의 목표달성을 위해 협업을 진행한 사례에 대하여 자신의 역할 과 기여 중심으로 서술해주세요. (800자),공동 목표달성 협업 진행한 사례 자신 역할 기여 중심 서술해 800자
56,3,급변하는 환경 및 트렌드 속에서 하나투어가 지속적으로 성장하기 위한 방안을 구체적으로 서술해주세요. (800자),급변 환경 트렌드 하나투어 지속적 성장하기 방안 구체적 서술해 800자
57,3,자신이 어떤 사람인지를 하나의 '단어'로 어떻게 표현할 수 있는지 구체적인 사례를 들어 말씀해 주세요.,자신 어떤 사람인지 하나 단어 어떻게 표현할 있는지 구체적인 사례 들어 말씀해
58,3,"본인의 장점과 단점을 기술해 주시고, 단점을 극복하기 위한 노력을 말씀해 주십시오.(600자)",본인 장점 단점 기술해 주시고 단점 극복하기 노력 말씀해 주십시오600자
59,3,성장과정(학교생활),성장과정학교생활
60,3,지원 분야와 관련하여 특정 영역의 전문성을 키우기 위해 꾸준히 노력한 경험에 대해 서술해 주십시오. / 전문성을 높이기 위한 학습 과정/ 전문성 획득을 위해 투입한 시간 및 방법/ 습득한 지식 및 기술을 실전적으로 적용해 본 사례/ 전문성을 객관적으로 확인한 경험/ 전문성 향상을 위해 교류하고 있는 네트워크/ 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술) (700~1000 자 10 단락 이내),지원 분야 관련 특정 영역 전문성 키우기 꾸준히 노력한 경험 대해 서술해 전문성 높이기 학습 과정 전문성 획득 투입한 시간 방법 습득한 지식 기술 실전적 적용해 사례 전문성 객관적 확인한 경험 전문성 향상 교류 네트워크 경험 진실성 증명할 근거 드러나도록 기술
61,3,"타인 또는 타집단과의 갈등으로 인하여 불편을 겪었던 사례를 설명하고, 이때 본인의 대응에 대하여 기술해주십시오. (400자 이상 1,000자 이내)",타인 타집단과 갈등 불편 겪었던 사례 설명 이때 본인 대응 기술해주
62,3,"5문제를 위한 4시간, 나에 대한 자신감",5문제 4시간 자신감
63,3,"본인의 목표, 준비과정",본인 목표 준비과정
64,3,기타사항(추가기재 희망사항),기타사항
65,3,타인과 차별화 할 수 있는 강점,타인 차별화 강점
66,3,타인과 차별화 할 수 있는 본인의 강점은 무엇인지와 이를 발휘한 사례를 작성해주세요. [600자 내외],타인 차별화 본인 강점 무엇인지 발휘한 사례 작성해 600자 내외
67,3,나의 KOLON (회사 및 직무 지원 동기),KOLON
68,3,나의 One&Only,OneOnly
69,3,나의 Career (전 근무지 경력위주로 상세하게),Career
70,3,SPC GFS 입사후 경력 비전과 개발계획을기술하여 주십시오.(최대 500자 입력가능),SPC GFS 입사후 경력 비전 개발계획을기술
71,3,"내세울 만한 장기가 있다면 어떤 것이 있으며, 그 분야에서 최고가 되기 위한 자기개발 노력에 대해 기술하여 주십시오.",내세울 만한 장기 있다면 어떤 있으며 분야 최고 되기 자기개발 노력 대해 기술
72,3,본인이 성공적으로 수행했던 프로젝트/과제 또는 본인에게 큰 영향을 미친 활동/경험을 지원직무와 연결하여 기술하여 주십시오.,본인 성공적 수행했던 프로젝트과제 본인 영향 미친 활동경험 지원직무 연결 기술
73,3,입사 후 성취하고 싶은 목표와 이를 달성하기 위한 실행계획을 기술해주세요.,입사 성취 목표 달성하기 실행계획 기술해
74,3,"본인의 장.단점과 입사 후 장점은 어떻게 활용되고, 단점은 어떻게 보완하며 개선할 수 있겠는지를 기술하세요",본인 장단점 입사 장점 어떻게 활용되고 단점 어떻게 보완 개선할 있겠는지 기술하
75,3,"성격, 가치관, 성장 과정 등 본인을 진솔하게 소개해주세요.",성격 가치관 성장 과정 본인 진솔하게 소개해
76,3,"지원한 분야와 관련된 본인의 경험(학교생활, 동아리활동, 직장생활 등)과 성과를 기술하시오. (500자 내외)",지원한 분야 관련된 본인 경험 성과 기술하
77,3,재단 입사 후 달성하고자 하는 성과를 기술하시오. (500자 내외),재단 입사 달성하고자 성과 기술하
78,3,최근 5년간 지원분야에 필요한 직무능력과 전문성을 향상시키기 위해 어떻게 노력했는지 사례를 중심으로 기술해 주십시오,최근 5년간 지원분야 필요한 직무능력 전문성 향상시키기 어떻게 노력했는지 사례 중심 기술해
79,3,우리공사의 인재상인 열정인재 전문인재 정도인재 소통인재 와 관련하여 한 가지를 선택 본인의 역량과 관련하여 기술해 주십시오,우리공사 인재상인 열정인재 전문인재 정도인재 소통인재 관련 가지 선택 본인 역량 관련 기술해
80,3,"지원분야와 관련된 본인의 강점은 무엇인지 기술하고, 직무수행 과정에서 본인의 강점을 어떻게 활용할지 구체적으로 작성해 주십시오.",지원분야 관련된 본인 강점 무엇인지 기술 직무수행 과정 본인 강점 어떻게 활용할지 구체적 작성해
81,3,"당사의 핵심 가치와 지원자의 가치관을 비교하여 공통점을 기술하고, 이를 실천하기 위해 일상적으로 어떤 노력을 하는지 구체적인 경험과 함께 작성해 주십시오.",당사 핵심 가치 지원자 가치관 비교 공통점 기술 실천하기 일상적 어떤 노력 하는지 구체적인 경험 작성해
82,3,현재 한국철도공사에서 제공하는 서비스 중 고객이 더욱 만족할 수 있도록 개선할 수 있는 점과 이러한 개선이 한국철도에 어떤 도움이 될 수 있을지 작성해 주십시오.,현재 한국철도공사 제공 서비스 고객 더욱 만족할 있도록 개선할 이러한 개선 한국철도 어떤 도움 있을지 작성해
83,3,"앞으로 한국철도공사가 중점적으로 추진해야 하는 사업은 무엇이며, 귀하가 어떠한 부분에서 어떻게 기여할 수 있는지 작성해 주십시오.",한국철도공사 중점적 추진 사업 무엇 귀하 어떠한 부분 어떻게 기여할 있는지 작성해
84,3,"본인이 가지고 있는 차별화 된 강점 또는 역량이 있다면 사례를 바탕으로 기술해주시고, 이를 통해 협회에 어떻게 기여할 수 있을 것인지 작성해주십시오.",본인 가지고 차별화 강점 역량 있다면 사례 바탕 기술해주시고 협회 어떻게 기여할 것인지 작성해주
85,3,"귀하에 대한 타인의 평가가 어떠한지 기재하고 귀하의 어떠한 면이(생활습관, 인생관 등) 그러한 평가를 이끌어 냈다고 생각하는지 구체적 사례를 포함하여 기술해 주십시오.",귀하 타인 평가 어떠한지 기재 귀하 어떠한 그러한 평가 이끌어 냈다고 생각하는지 구체적 사례 포함 기술해
86,3,"본인이 생각하는 건설근로자공제회의 역할과 책임은 무엇인지 기술하고, 직원이 되었을 때 본인이 어떻게 기여할 수 있는지 지원동기와 입사 후 목표를 중심으로 기술해 주십시오. (500자 이내)",본인 생각 건설근로자공제회 역할 책임 무엇인지 기술 직원 되었 본인 어떻게 기여할 있는지 지원동기 입사 목표 중심 기술해
87,3,업무 또는 활동을 수행하는 과정에서 예상하지 못한 문제가 발생했을 때 어떤 과정과 방법으로 해결하였는지 최근 사례를 바탕으로 기술해 주십시오. 그 과정을 통해서 문제를 해결할 수 있겠다고 생각한 이유가 무엇인지도 설명해 주십시오. (500자 이내),업무 활동 수행 과정 예상 못한 문제 발생했 어떤 과정 방법 해결하였는지 최근 사례 바탕 기술해 과정 문제 해결할 있겠다고 생각한 이유 무엇인지 설명해
88,3,한국장학재단에 입사 지원을 해야겠다고 결심하게 된 계기는 무엇인지 구체적으로 기술해 주십시오.,한국장학재단 입사 지원 해야겠다고 결심하게 계기 무엇인지 구체적 기술해
89,3,"KGS가 추진·수행하는 사업 중 가장 관심이 있는 사업을 소개하여 주시고, 입사이후 KGS에서 기여하고자 하는 목표와 방법을 본인이 가지고 있는 역량과 강점을 바탕으로 작성하여 주십시오. (700자 이내)",KGS 추진수행 사업 가장 관심 사업 소개 주시고 입사이후 KGS 기여하고자 목표 방법 본인 가지고 역량 강점 바탕 작성
90,3,공사 입사 후 본인이 희망하는 업무와 그 업무를 어떻게 수행할 것인지에 대해 공사 인재상과 연계하여 구체적으로 기술해 주십시오.,공사 입사 본인 희망 업무 업무 어떻게 수행할 것인지 대해 공사 인재상 연계 구체적 기술해
91,3,"최근 3년간 지원분야에 필요한 직무능력, 전문성을 향상시키기 위해 어떻게 노력했는지 사례를 중심으로 기술해 주십시오.",최근 3년간 지원분야 필요한 직무능력 전문성 향상시키기 어떻게 노력했는지 사례 중심 기술해
92,3,지원 분야를 선택한 이유에 대하여 기술해 주십시오,지원 분야 선택한 이유 기술해
93,3,"[문제해결] 예상치 못한 문제에 직면했을 경우 귀하는 보통 어떻게 해결합니까? 귀하가 경험한 가장 최근 사례를 기반으로 기술해 주십시오. ① 어떤 문제였으며, 어떤 과정을 통해 문제를 해결하였나요? ② 그런 과정을 통해 문제를 해결할 수 있겠다고 생각한 이유는 무엇입니까?",문제해결 예상치 못한 문제 직면했 경우 보통 어떻게 해결합니까 귀하 경험한 가장 최근 사례 기반 기술해 어떤 문제였으며 어떤 과정 문제 해결하였나요 그런 과정 문제 해결할 있겠다고 생각한 이유 무엇입니까
94,3,[팀워크] 팀 목표를 달성하기 위해 팀원으로서 본인은 주로 어떤 노력을 하는지 최근 사례를 기반으로 기술해 주십시오. ① 팀 목표는 무엇이었으며 본인은 어떤 역할을 수행했습니까? ② 팀 목표달성을 위해 본인에게 주어진 역할 이외에 노력한 부분이 있다면 무엇이었습니까?,팀워크 목표 달성하기 팀원으로서 본인 어떤 노력 하는지 최근 사례 기반 기술해 목표 무엇이었으며 본인 어떤 역할 수행했습니까 목표달성 본인 주어진 역할 이외 노력한 부분 있다면 무엇이었습니까
95,3,최근 국내외 환경변화 중 한국마사회에 가장 큰 영향을 미치는 변화를 지원한 분야의 관점에서 기술하고 그 대응을 위해 본인이 어떤 역할을 할 수 있는지 보유한 직무역량을 중심으로 기술하여 주십시오.,최근 국내외 환경변화 한국마사회 가장 영향 미치 변화 지원한 분야 관점 기술 대응 본인 어떤 역할 있는지 보유한 직무역량 중심 기술
96,3,직무경험 : 희망 직무 준비과정과 희망직무에 대한 강점과 약점을 기술해 주세요.(실패 또는 성공사례 중심으로),직무경험 희망 직무 준비과정 희망직무 강점 약점 기술해
97,3,직무분야와 관련한 연구개발 수행(또는 실무경력)을 통해 어떠한 성과를 창출했으며 그 우수성을 사실에 근거하여 기술하여 주십시오.,직무분야 관련한 연구개발 수행 어떠한 성과 창출했으며 우수성 사실 근거 기술
98,3,한국에너지기술연구원 구성원으로서 직업윤리가 왜 중요한지 본인의 가치관과 경험을 중심으로 설명하여 주십시오.,한국에너지기술연구원 구성원으로서 직업윤리 중요한지 본인 가치관 경험 중심 설명
99,3,"최근 한국원자력연구원의 주요 이슈에 대해 한 가지를 선택하여 언급하고, 그것에 대한 본인의 의견을 기술하십시오.?(최대 800자 입력가능)",최근 한국원자력연구원 주요 이슈 대해 가지 선택 언급 그것 본인 의견 기술하
100,3,지원자 본인이 동료 또는 주위 사람들과 적극적으로 소통하고 협력하면서 융화를 위해 노력하는 사람임을 보여주는 최근 3년 이내의 사례 하나를 기술하십시오.?(최대 600자 입력가능),지원자 본인 동료 주위 사람들 적극적 소통 협력하면서 융화 노력 사람임 보여주 최근 3년 이내 사례 하나 기술하
101,3,한국원자력연구원 입원 이후 이루고자 하는 자기성장 및 연구원에 대한 기여 목표가 무엇인지 기술하고 이러한 목표를 이루기 위해 어떠한 노력을 기울일 것인지 기술하십시오.?(최대 600자 입력가능),한국원자력연구원 입원 이후 이루고자 자기성장 연구원 기여 목표 무엇인지 기술 이러한 목표 이루기 어떠한 노력 기울일 것인지 기술하
102,3,"(대인관계) 대인관계에 있어서 본인의 특장점을 아래의 순서에 따라 기술해주십시오. - 대인관계에 있어서 본인의 특장점이 무엇이며, 그 특장점이 돋보였던 사례 - 해당 특장점이 회사생활 및 직무수행에 어떻게 도움이 될수 있는지",대인관계 대인관계 있어서 본인 특장점 아래 순서 따라 기술해주 대인관계 있어서 본인 특장점 무엇 특장점 돋보였던 사례 해당 특장점 회사생활 직무수행 어떻게 도움 될수 있는지
103,3,직장인으로서 직업윤리가 왜 중요한지 자신의 가치관을 중심으로 설명하십시오.,직장인으로서 직업윤리 중요한지 자신 가치관 중심 설명하
104,3,본인이 회사를 선택함에 있어 중요시 여기는 가치와 현대제철이 왜 그 가치와 부합하는지 본인의 의견을 서술하여 주십시오.,본인 회사 선택함 있어 중요시 여기 가치 현대제철 가치 부합하는지 본인 의견 서술
105,3,"기술보증기금의 새로운 핵심 가치는 ‘공정·혁신·연대’입니다. 이 중 중소벤처기업지원의 관점에서 중요하다고 생각되는 핵심 가치를 순서대로 선택하고, 1)선택한 이유를 구체적 근거를 들어 순서대로 설명해 주십시오. 2)기금 핵심 가치 제고를 위해 기술보증기금이 어떠한 노력을 하면 좋을지 본인만의 차별화된 방안을 제시해 주십시오.",기술보증기금 새로운 핵심 가치 공정혁신연대 중소벤처기업지원 관점 중요하다고 생각되 핵심 가치 순서대 선택 1선택한 이유 구체적 근거 들어 순서대 설명해 2기금 핵심 가치 제고 기술보증기금 어떠한 노력 좋을지 본인만 차별화된 방안 제시해
106,3,"[지원동기/성장] 본인이 회사를 선택할 때의 기준은 무엇이며, 왜 당사가 그 기준에 적합한가요? 그리고 5년 후의 본인은 어떤 모습일지 구체적으로 그려보세요.",지원동기성장 본인 회사 선택할 기준 무엇 당사 기준 적합한가요 그리고 5년 본인 어떤 모습일지 구체적 그려보
107,3,자신이 왜 서울교통공사의 인재상에 부합되는 인물이라고 생각하는지 구체적으로 기술하시오.,자신 서울교통공사 인재상 부합되 인물이라고 생각하는지 구체적 기술하
108,3,자신이 변화와 도전으로 목표를 달성했던 사례를 구체적으로 기술하시오.,자신 변화 도전 목표 달성했던 사례 구체적 기술하
109,3,공사 입사 후 본인의 비전과 목표는 무엇이며 그것을 이루기 위한 자신만의 계획에 대하여 구체적으로 기술하시오.,공사 입사 본인 비전 목표 무엇 그것 이루기 자신만 계획 구체적 기술하
110,3,삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어 주십시오.,이루고 인생 비전 목표 3가지 우선순위 적어
111,3,자신에게 있어 직장생활의 의미를 적어주십시오.,자신 있어 직장생활 의미 적어주
112,3,자신이 다른 사람과 구별되는 능력이나 기질을 써주십시오.,자신 다른 사람 구별되 능력 기질 써주
113,3,"살아오면서 자신이 성취한 것 중 자랑할 만한 것을 1,2가지 소개해 주십시오.",살아오면서 자신 성취한 자랑할 만한 12가지 소개해
114,3,자신의 가치관과 비전을 형성하는데 중요한 영향을 준 책이나 사람과 그 이유를 적어 주십시오.,자신 가치관 비전 형성하는데 중요한 영향 사람 이유 적어
115,3,자신에게 있어서 직장생활의 의미를 써주십시오.,자신 있어서 직장생활 의미 써주
116,3,삶을 통해 이루고 싶은 인생의 비전 또는 목표 3가지를 우선순위 순으로 적어주십시오.,이루고 인생 비전 목표 3가지 우선순위 적어주
117,3,"살아오면서 자신이 성취한 것 중 자랑할 만한 것을 1, 2가지 소개해 주십시오.",살아오면서 자신 성취한 자랑할 만한 2가지 소개해
118,3,"본인이 남들과 다르게 몰입했거나, 남다른 지식이 있는 영역이 있다면 작성해주세요.",본인 남들 다르게 몰입했거 남다른 지식 영역 있다면 작성해
119,3,본인이 회사를 선택함에 있어 중요시 여기는 가치와 현대제철이 왜 그 가치와 부합하는지 본인의 의견을 서술하여 주십시오(600자),본인 회사 선택함 있어 중요시 여기 가치 현대제철 가치 부합하는지 본인 의견 서술 주십시오600자
120,3,넥센타이어에 지원하게 된 이유와 준비과정을 서술해주세요. 500자,넥센타이어 지원하게 이유 준비과정 서술해 500자
121,3,귀하가 생각하는 소통과 협력은 무엇인지 서술해주세요. 500자,귀하 생각 소통 협력 무엇인지 서술해 500자
122,3,넥센타이어에 입사한다면 이루고자 하는 목표를 서술해주세요. 500자,넥센타이어 입사한다면 이루고자 목표 서술해 500자
123,3,지원 회사 또는 직무와 밀접하게 연관되는 국내외 최근 이슈/트렌드/사회현상 중 한 가지를 선택한 뒤 담당자라고 가정하고 이에 대한 자신의 견해를 서술해 주십시오. (600자),지원 회사 직무 밀접하게 연관되 국내외 최근 이슈트렌드사회현상 가지 선택한 담당자라고 가정 자신 견해 서술해 600자
124,3,"지원 회사가 현재 하고 있는 사업영역에서 어떠한 성장 비전을 가질 수 있는 지, 또는 새롭게 진출해야 할 사업분야가 있다면 어떠한 분야인지에 대한 지원자의 의견을 서술해 주십시오. (600자)",지원 회사 현재 사업영역 어떠한 성장 비전 가질 새롭게 진출 사업분야 있다면 어떠한 분야인지 지원자 의견 서술해 600자
125,3,일반적으로 경험하기 힘든 특별한 체험/남다른 성취경험,일반적 경험하기 힘든 특별한 체험남다른 성취경험
126,3,물류에 대한 가치관,물류 가치관
127,3,본인의 가치관/생활신조/성격/장점/재능을 작성하여 주십시오.,본인 가치관생활신조성격장점재능 작성
128,3,해당 분야 업무 수행에 적합한 지원자로서의 본인의 장점 및 준비된 노력에 대해서 작성해 보십시오,해당 분야 업무 수행 적합한 지원자로서 본인 장점 준비된 노력 작성해
129,3,이유를 말씀해주세요(300자),이유 말씀해주세요300자
