rank,cluster_id,question,noun_form
63,0,입사 후 포부 : 입사 후 10년 동안의 회사 생활 시나리오와 그것을 추구하는 이유를 기술해 주세요. 500,입사 포부 입사 10년 동안 회사 생활 시나리오 그것 추구 이유 기술해 500
64,0,지원동기 및 입사 포부,지원동기 입사 포부
65,0,"당사에 지원하게 된 동기는 무엇이며, 입사 후 포부는 어떻게 되는지에 대하여 기술하여 주시기 바랍니다. (500자 내외)",당사 지원하게 동기 무엇 입사 포부 어떻게 되는지 기술 주시기 바랍니다
66,0,삼광랩트리에 입사 후 이루고 싶은 목표와 포부를 설명해 주십시오,삼광랩트리 입사 이루고 목표 포부 설명해
67,0,한샘에 지원한 이유와 입사 후 포부에 대해 말씀해주세요.,한샘 지원한 이유 입사 포부 대해 말씀해
68,0,입사 후 포부 : 입사 후 코리아세븐에서 이루고 싶은 포부에 대해 기술하여 주십시오.,입사 포부 입사 코리아세븐 이루고 포부 대해 기술
69,0,입사 후 포부: 입사 후 10년 동안의 회사 생활 시나리오와 그것을 추구하는 이유를 기술해 주세요. 500,입사 포부 입사 10년 동안 회사 생활 시나리오 그것 추구 이유 기술해 500
70,0,입사 후 본인의 포부에 대하여 서술해 주세요.,입사 본인 포부 서술해
71,0,입사 후 포부 : 입사 후 롯데푸드에서 이루고 싶은 것과 그 이유를 기술해주세요.,입사 포부 입사 롯데푸드 이루고 이유 기술해
72,0,입사 후 포부 및 계획 [,입사 포부 계획
73,0,입사 후 포부(최소 300자 최대 700자),입사 포부
74,0,"당사에 본인이 기여할 부분과 입사 후 포부를 구체적으로 작성해 주십시오 (최대 1,000자 입력가능)",당사 본인 기여할 부분 입사 포부 구체적 작성해
75,0,당사 지원한 사유와 입사 후 포부를 기술해 주세요. (글자 수 제한 없음),당사 지원한 사유 입사 포부 기술해
76,0,입사 후 포부 및 우리원에서의 역할 (600),입사 포부 우리원에서 역할 600
77,0,지원직무를 선택한 동기와 입사 후 포부에 대하여 서술하시오. (1000자 이내),지원직무 선택한 동기 입사 포부 서술하
78,0,지원부문 관련 지원동기와 입사 후 포부를 본인의 역량과 결부시켜 구체적으로 기술하십시오.(500자 이내),지원부문 지원동기 입사 포부 본인 역량 결부시켜 구체적 기술하
79,0,"우리 공단에 지원동기와 직무를 선택한 이유, 입사 후 목표와 포부를 기술해 주십시오. (500)",우리 공단 지원동기 직무 선택한 이유 입사 목표 포부 기술해 500
80,0,지원동기 및 입사 후 포부를 써주십시오. (300자 이내),지원동기 입사 포부 써주
81,0,지원동기 및 입사 후 포부 (800자),지원동기 입사 포부 800자
82,0,에이치엘그린파워에 입사 후 성장방향/포부를 기술하십시오.,에이치엘그린파워 입사 성장방향포부 기술하
83,0,지원 동기 및 입사 후 포부에 대하여 기술하시오.,지원 동기 입사 포부 기술하
84,0,지원동기 및 포부-서울의료원에 지원하게 된 동기 및 입사 후 포부(자신의 역량 및 강점 포함) (최대글자수 800),지원동기 포부서울의료원 지원하게 동기 입사 포부
85,0,입사 후 포부 및 우리원에서의 역할,입사 포부 우리원에서 역할
86,0,입행 후 포부를 2번과 연관지어 기술해 주십시오. (최대 600자 입력가능),입행 포부 2번 연관지어 기술해
87,0,입사 후 코리아세븐에서 이루고 싶은 포부에 대해 기술하여 주십시오,입사 코리아세븐 이루고 포부 대해 기술
88,0,입사 후 포부: 입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요.,입사 포부 입사 10년 동안 회사생활 시나리오 그것 추구 이유 기술해
89,0,입사 후 포부(2000),입사 포부2000
90,0,"CJ ENM(오쇼핑부문)에 지원한 동기는 무엇이며, 입사 후 포부에 대해 구체적으로 작성해 주세요. ① 지원동기 및 해당직무를 오쇼핑에서 수행하고자 하는 이유 ② 해당직무 입사 후 성장 포부를 포함하여 작성 (1,500자 이내)",CJ ENM 지원한 동기 무엇 입사 포부 대해 구체적 작성해 지원동기 해당직무 오쇼핑 수행하고자 이유 해당직무 입사 성장 포부 포함 작성
91,0,"한국전력공사에 지원하게 된 동기, 희망 직무를 선택한 이유 그리고 입사 후 포부를 본인의 교육사항 , 경험/경력 등과 연계하여 구체적으로 기술하여 주십시오.",한국전력공사 지원하게 동기 희망 직무 선택한 이유 그리고 입사 포부 본인 교육사항 경험경력 연계 구체적 기술
92,0,DHL Global Forwarding Korea Ltd. 입사를 위해 한 노력,DHL Global Forwarding Korea Ltd 입사 노력
93,0,아시아나항공 캐빈승무원에 지원하게 된 동기와 입사 후 포부를 서술하여 주십시오.,아시아나항공 캐빈승무원 지원하게 동기 입사 포부 서술
94,0,본인의 입사 후 포부 및 향후 목표를 기술하여 주십시오.,본인 입사 포부 향후 목표 기술
95,0,당사를 지원한 동기와 입사 후 포부에 대해 기술하여 주시기 바랍니다. [ 1자 이상 500자 이내],당사 지원한 동기 입사 포부 대해 기술 주시기 바랍니다
96,0,입사 후 계획 및 포부,입사 계획 포부
97,0,지원 동기와 입사 후 포부,지원 동기 입사 포부
98,0,입사지원동기 및 포부,입사지원동기 포부
99,0,당사 지원동기 및 입사 포부,당사 지원동기 입사 포부
100,0,입사 후 포부(500자),입사 포부500자
101,0,BGF리테일에 지원하게 된 동기와 입사 후 포부에 대하여 기술하시오.,BGF리테일 지원하게 동기 입사 포부 기술하
102,0,서울의료원에 지원하게 된 동기 및 입사 후 포부(자신의 역량 및 강점 포함),서울의료원 지원하게 동기 입사 포부
103,0,입사지원동기와 입사 후 포부를 본인의 직무역량과 결부시켜 구체적으로 기술.,입사지원동기 입사 포부 본인 직무역량 결부시켜 구체적 기술
104,0,입사 후 포부 : 입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요(500자 이내),입사 포부 입사 10년 동안 회사생활 시나리오 그것 추구 이유 기술해
105,0,본인이 지원한 직무의 지원 동기 및 관련경험과 입사 후 포부를 기술해 주세요,본인 지원한 직무 지원 동기 관련경험 입사 포부 기술해
106,0,장래희망 및 포부 [400자],장래희망 포부 400자
107,0,지원 동기와 입사 후 포부에 대해 말씀해주세요.,지원 동기 입사 포부 대해 말씀해
108,0,"롯데면세점 입사 후 이루고 싶은 목표와 앞으로의 계획, 포부에 대해 이야기해주세요.",롯데면세점 입사 이루고 목표 앞으로 계획 포부 대해 이야기해
109,0,동기 포부 1500자,동기 포부 1500자
110,0,학교 생활 및 입사 후 포부,학교 생활 입사 포부
111,0,지원동기 및 입사 후 포부를 서술하시오. (0Bytes / 1000 Bytes),지원동기 입사 포부 서술하
112,0,농산물 수출의 포부와 계획,농산물 수출 포부 계획
113,0,미니스톱을 지원하게 된 동기와 입사 후 포부에 대하여 기술하시오. (997/1000자),미니스톱 지원하게 동기 입사 포부 기술하
114,0,(아시아나항공에 입사하게 된다면) 입사 후 포부를 서술하여 주십시오. (500자 이상 600자 이내),입사 포부 서술
115,0,입사 후 포부 (구체적 서술) *500자,입사 포부 500자
116,0,신협 지원 동기 및 입사 후 포부를 작성해 주세요.,신협 지원 동기 입사 포부 작성해
117,0,입사 후 포부 및 성장계획,입사 포부 성장계획
118,0,아시아나항공 캐빈승무원에 지원하게 된 동기와 입사 후 포부를 서술하여 주십시오. * [500자 이상 700자 이내],아시아나항공 캐빈승무원 지원하게 동기 입사 포부 서술
119,0,지원분야와 관련하여 인천관광공사에 지원한 동기와 입사 후 포부를 서술해 주시기 바랍니다. (600자 이내),지원분야 관련 인천관광공사 지원한 동기 입사 포부 서술해 주시기 바랍니다
120,0,"지원 동기와 입사 후 포부에 대해 말씀해주세요. 798/800 (글자 수, 공백 포함)",지원 동기 입사 포부 대해 말씀해 798800
121,0,입사 후 포부를 작성해 주십시오,입사 포부 작성해
122,0,입사 후 포부는 무엇입니까?,입사 포부 무엇입니까
123,0,"입사 후 포부 : IT Trend, 기술/시장동향을 고려하여 입사 후 10년 동안 회사에서 이루고자 하는 포부와 그것을 추구하는 이유를 기술해주세요.",입사 포부 IT Trend 기술시장동향 고려 입사 10년 동안 회사 이루고자 포부 그것 추구 이유 기술해
124,0,입사 후 포부 / 700,입사 포부 700
125,0,입사 후 포부를 작성해 주십시오. (500자),입사 포부 작성해 500자
126,0,입사 후 포부 : 입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요. (500자),입사 포부 입사 10년 동안 회사생활 시나리오 그것 추구 이유 기술해 500자
127,0,"입사 후 포부 : 입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요. 470/500 (글자 수, 공백 포함)",입사 포부 입사 10년 동안 회사생활 시나리오 그것 추구 이유 기술해 470500
128,0,입사 후 포부: 입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요. (500),입사 포부 입사 10년 동안 회사생활 시나리오 그것 추구 이유 기술해 500
129,0,입사 후 포부: 광동제약을 통해 실현하고 싶은 가치 (700자),입사 포부 광동제약 실현 가치 700자
130,0,당사 지원한 사유와 입사 후 포부를 기술하시오. (글자수 제한 없음),당사 지원한 사유 입사 포부 기술하
131,0,입사 후 본인의 직무중심 경력개발계획 및 성장방향을 기술바랍니다.,입사 본인 직무중심 경력개발계획 성장방향 기술바랍니다
132,0,입사동기 및 입사를 위한 노력,입사동기 입사 노력
133,0,입사 후의 포부 및 계획,입사 포부 계획
134,0,직장으로 한국철도공사에 지원하게 된 동기와 입사 후 포부를 기술하여 주십시오.,직장 한국철도공사 지원하게 동기 입사 포부 기술
135,0,입사 후 포부에 대하여,입사 포부
136,0,지원동기 및 입사 후 포부는 무엇인지 서술하여 주시기 바랍니다.,지원동기 입사 포부 무엇인지 서술 주시기 바랍니다
137,0,지원동기 및 입사 후 포부 (600자),지원동기 입사 포부 600자
138,0,게임빌 지원동기 및 입사 후 포부에 대해 말씀해주세요.,게임빌 지원동기 입사 포부 대해 말씀해
139,0,장래 포부-700자 이내,장래 포부
140,0,지원동기 및 입사 후 포부를 서술하시오.,지원동기 입사 포부 서술하
141,0,"직장으로 항공사, 특히 대한항공에 지원하게 된 동기와 입사 후 포부를 간단하게 작성하여 주십시오(600자 이내)",직장 항공사 특히 대한항공 지원하게 동기 입사 포부 간단하게 작성
142,0,입사 지원 동기 및 입사 시 회사에 기여하고자 하는 포부를 기술해 주십시오.,입사 지원 동기 입사 회사 기여하고자 포부 기술해
143,0,우리공사 지원 동기 및 입사 후 포부에 대해 기술해 주십시오.,우리공사 지원 동기 입사 포부 대해 기술해
144,0,입사 후 포부와 이유를 서술하세요,입사 포부 이유 서술하
145,0,컴투스 지원동기 및 입사 후 포부,컴투스 지원동기 입사 포부
146,0,미니스톱을 지원하게 된 동기와 입사 후 포부에 대하여 기술하시오. (1000자),미니스톱 지원하게 동기 입사 포부 기술하
147,0,그러한 핵심가치를 기반으로 지역난방공사에서 성장하기 위한 포부를 구체적으로 기술하십시오.,그러한 핵심가치 기반 지역난방공사 성장하기 포부 구체적 기술하
148,0,본인의 입사 후 포부 및 향후 자기계발 계획에 대해서 구체적으로 기술해 주십시오. (1000자 이내),본인 입사 포부 향후 자기계발 계획 구체적 기술해
149,0,입행 후 우리은행에서 이루고자 하는 목표와 포부에 대해 설명해 주십시오.,입행 우리은행 이루고자 목표 포부 대해 설명해
150,0,입사 후 포부 (500자),입사 포부 500자
151,0,입사 후 기대역할(수준),입사 기대역할수준
152,0,입사 후 포부를 작성해 주세요.,입사 포부 작성해
153,0,지원동기 및 입사 후 포부 (400~2000자),지원동기 입사 포부
154,0,"""야무지게""를 키워드로 하여 자유롭게 기술해 주세요. (경험담, 포부, 연상되는 것, '나'의 생각, 시 등",야무지게 키워드 자유롭게 기술해 경험담 포부 연상되 생각
155,0,"[지원동기 및 입사 후 포부] 대한항공에 입사하는 경우 본인이 희망하는 직무는 무엇이며, 그 직무의 수행을 위한 본인만의 경쟁력을 기술하시오.(600자 이내)",지원동기 입사 포부 대한항공 입사 경우 본인 희망 직무 무엇 직무 수행 본인만 경쟁력 기술하
156,0,입사 후 포부 : 입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요.(500),입사 포부 입사 10년 동안 회사생활 시나리오 그것 추구 이유 기술해주세요500
157,0,"입사 후 포부 : IT Trend, 기술/시장동향을 고려하여 입사 후 10년 동안 회사에서 이루고자 하는 포부와 그것을 추구하는 이유를 기술해주세요.(500)",입사 포부 IT Trend 기술시장동향 고려 입사 10년 동안 회사 이루고자 포부 그것 추구 이유 기술해주세요500
158,0,"창업진흥원에 지원하게 된 동기와 지원 분야의 직무 수행을 위해 준비해 온 과정, 입사 후 포부에 대하여 기술해 주시기 바랍니다.",창업진흥원 지원하게 동기 지원 분야 직무 수행 준비해 과정 입사 포부 기술해 주시기 바랍니다
159,0,앞으로의 계획과 포부에 대해 기술해주시기 바랍니다. [100자 이상 500자 이내],앞으로 계획 포부 대해 기술해주시기 바랍니다
160,0,입사 후 포부(Vision)에 대하여.,입사 포부
161,0,입사 후 포부 및 기타 자유롭게 기술하여 주십시오. (500 자 10 단락 이내),입사 포부 기타 자유롭게 기술
162,0,입사 후 포부에 대하여 말씀해 주십시오. [1000자 이내],입사 포부 말씀해
163,0,입사 후 포부를 작성해 주십시오.,입사 포부 작성해
164,0,입사 후 포부 [500자 이내],입사 포부
165,0,3) 그러한 핵심가치를 기반으로 지역난방공사에서 성장하기 위한 포부를 구체적으로 기술하십시오.(150~300자),그러한 핵심가치 기반 지역난방공사 성장하기 포부 구체적 기술하
166,0,입사 후 포부(Vision)에 대하여. (800자),입사 포부 800자
167,0,직무에 대한 입사 후 포부,직무 입사 포부
168,0,입사 후 희망 업무 및 포부,입사 희망 업무 포부
169,0,지원동기 및 입사 후 포부 700자,지원동기 입사 포부 700자
170,0,입사 후 포부를 기술해 주세요.,입사 포부 기술해
171,0,입사 후 포부는 무엇입니까? * [0자 이상 500자 이내],입사 포부 무엇입니까
172,0,BGF 리테일에 지원하게 된 동기와 입사 후 포부에 대해 기술하시오.,BGF 리테일 지원하게 동기 입사 포부 대해 기술하
173,0,본인의 포부와 그 포부를 달성하기 위해 어떠한 준비와 노력을 하였는지 기술 하십시오.,본인 포부 포부 달성하기 어떠한 준비 노력 하였는지 기술
174,0,뷰웍스를 지원하게 된 동기 및 입사 후 포부에 대해 구체적으로 기술하시오. (500자 이내),뷰웍스 지원하게 동기 입사 포부 대해 구체적 기술하
175,0,입사지원 동기와 입사후 포부,입사지원 동기 입사후 포부
176,0,청년인턴 지원 동기와 입사 후 포부,청년인턴 지원 동기 입사 포부
177,0,본인이 지원한 직무분야에 입사하기 위해 노력한 점과 입사 후 포부,본인 지원한 직무분야 입사하기 노력한 입사 포부
178,0,JINAIR에 지원하게 된 동기와 입사 후 포부에 대해 서술해 주십시오.(1000),JINAIR 지원하게 동기 입사 포부 대해 서술해 주십시오1000
179,0,BGF리테일에 지원하게 된 동기와 입사 후 포부에 대하여 기술하시오. (2100byte),BGF리테일 지원하게 동기 입사 포부 기술하
180,0,희망 업무 및 입사 후 포부,희망 업무 입사 포부
181,0,"(★단일 질문, 글자수 제한없음) 성격 장단점 및 생활신조, 지원동기, 입사 후 포부",성격 장단점 생활신조 지원동기 입사 포부
182,0,BGF리테일에 지원하게 된 동기와 입사 후 포부에 대하여 기술하시오,BGF리테일 지원하게 동기 입사 포부 기술하
183,0,입사후 포부 및 장래 희망,입사후 포부 장래 희망
184,0,직무관련 향후 계획 및 포부,직무 향후 계획 포부
185,0,입사 후 포부(Vision)에 대하여. (460자),입사 포부 460자
186,0,"입사 후 3년,5년,10년 후 목표 및 포부와 그것을 실행하기 위한 구체적 방법을 기술하시오.",입사 3년5년10년 목표 포부 그것 실행하기 구체적 방법 기술하
187,0,입사 후 포부(Vision)에 대하여.(800바이트),입사 포부
188,0,입사 후 포부(10년 후 나의 모습)를 기술해 주시기 바랍니다. 300자,입사 포부 기술해 주시기 바랍니다 300자
189,0,입사후 포부: 입사 후 10년동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주시오.(500자),입사후 포부 입사 10년동안 회사생활 시나리오 그것 추구 이유 기술해주시오500자
190,0,지원하게 된 동기와 입사 후 포부 (500자),지원하게 동기 입사 포부 500자
191,0,지원 동기 및 입사 후 포부,지원 동기 입사 포부
192,0,입사 후 포부(Vision)에 대하여(460자),입사 포부 대하여460자
193,0,많은 직장 중에서 항공사를 선택하게 된 이유와 특히 대한항공에 지원하게 된 동기 및 입사 후 포부에 대해 구체적으로 기술하시오. (600자 이내),직장 항공사 선택하게 이유 특히 대한항공 지원하게 동기 입사 포부 대해 구체적 기술하
194,0,지원동기 및 입사 후 포부 : 구체적인 지원동기를 기술,지원동기 입사 포부 구체적인 지원동기 기술
195,0,입사 후 포부 (500자 이상 800자 이내),입사 포부
196,0,"입사 후 포부: IT Trend, 기술/시장동향을 고려하여 입사 후 10년 동안의 회사에서 이루고자 하는 포부와 그것을 추구하는 이유를 기술해주세요.",입사 포부 IT Trend 기술시장동향 고려 입사 10년 동안 회사 이루고자 포부 그것 추구 이유 기술해
197,0,"입사 후 포부 796/800 (글자 수, 공백 포함)",입사 포부 796800
198,0,입사 후 포부에 대해 기술하세요.,입사 포부 대해 기술하
199,0,입사 후 업무추진계획 및 VISION,입사 업무추진계획 VISION
200,0,입사 후 포부 : 입사 후 10년 동아의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요.,입사 포부 입사 10년 동아 회사생활 시나리오 그것 추구 이유 기술해
201,0,입사 후 포부(Vision)에 대하여,입사 포부
202,0,우리공사 지원 동기 및 입사 후 포부에 대해 기술해 주십시오,우리공사 지원 동기 입사 포부 대해 기술해
203,0,입사 후 포부 입사후 10년간 시나리오 와 그것을 추구하는 이유 500자,입사 포부 입사후 10년간 시나리오 그것 추구 이유 500자
204,0,입사후 포부 및 계획,입사후 포부 계획
205,0,"입사 후 포부, 발전계획",입사 포부 발전계획
206,0,우리 회사에 지원한 동기와 입사 후 포부를 자유롭게 기술하시기 바랍니다.,우리 회사 지원한 동기 입사 포부 자유롭게 기술하시기 바랍니다
207,0,입사 후 포부: 입사 후 10년 동안의 회사생활 시나리오와 그것을 추구하는 이유를 기술해주세요. 500,입사 포부 입사 10년 동안 회사생활 시나리오 그것 추구 이유 기술해 500
208,0,회사 입사 후 동료나 후배가 같은 실수를 한다면?,회사 입사 동료 후배 실수 한다면
209,0,"입사 후 포부: IT Trend, 기술/시장동향을 고려하여 입사 후 10년 동안 회사에서 이루고자 하는 포부와 그것을 추구하는 이유를 기술해주세요.",입사 포부 IT Trend 기술시장동향 고려 입사 10년 동안 회사 이루고자 포부 그것 추구 이유 기술해
210,0,인턴직원 지원동기 및 입사 후 포부 (200자 이상 400자 이내),인턴직원 지원동기 입사 포부
211,0,입사 후 포부 (496/500),입사 포부
212,0,입사지원 이유와 포부,입사지원 이유 포부
213,0,"입사 후, 경력개발",입사 경력개발
214,0,입사 후 포부(vision)에 대하여,입사 포부
215,0,입사동기 및 입사 후 포부,입사동기 입사 포부
216,0,입사 후 포부: 광동제약을 통해 실현하고 싶은 가치 (350자),입사 포부 광동제약 실현 가치 350자
217,0,입사후 포부 10년 시나리오,입사후 포부 10년 시나리오
218,0,입사 후 포부: IT 트랜드/기술동향을 고려하여 입사 후 10년 동안 회사에 이루고자 하는 포부와 그것을 추구하는 이유를 기술해주세요. (500자),입사 포부 IT 트랜드기술동향 고려 입사 10년 동안 회사 이루고자 포부 그것 추구 이유 기술해 500자
219,0,본인이 지원한 직무분야에 입사하기 위해 노력한 점과 입사 후의 포부를 구체적으로 서술하십시오.,본인 지원한 직무분야 입사하기 노력한 입사 포부 구체적 서술하
220,0,입사 후 포부 : IT 트랜드/기술동향을 고려하여 입사 후 10년 동안 회사에서 이루고자 하는 포부와 그것을 추구하는 이유를 기술해주세요. (500자),입사 포부 IT 트랜드기술동향 고려 입사 10년 동안 회사 이루고자 포부 그것 추구 이유 기술해 500자
221,0,입사 후 기대역할 *향후 롯데월드에서의 역할에 대한 포부 및 계획에 대하여 기술하여 주십시오.,입사 기대역할 향후 롯데월드에서 역할 포부 계획 기술
